clip_id,source_video,start_time,end_time,duration,face_ratio,speech_ratio,snr,file_path,tier,has_cut_meta,det_ratio,mean_face_area,has_embedding,n_sampled,embed_consistency
-jDBwP6g2tA_clip0000_t00000,-jDBwP6g2tA,0.194,5.182,4.988,1.0,1.0,14.14,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0000_t00000.mp4,tier1,1,1.0,0.0434856079518795,True,9,0.8719137907028198
-jDBwP6g2tA_clip0001_t00005,-jDBwP6g2tA,5.282,10.282,5.0,1.0,1.0,13.41,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0001_t00005.mp4,tier1,1,1.0,0.04511954262852669,True,9,0.8734893798828125
-jDBwP6g2tA_clip0002_t00009,-jDBwP6g2tA,9.282,14.282,5.0,1.0,1.0,12.82,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0002_t00009.mp4,tier1,1,1.0,0.04478521645069122,True,9,0.900996744632721
-jDBwP6g2tA_clip0003_t00013,-jDBwP6g2tA,13.282,18.282,5.0,1.0,1.0,12.66,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0003_t00013.mp4,tier1,1,1.0,0.04502496495842934,True,9,0.8807033896446228
-jDBwP6g2tA_clip0004_t00017,-jDBwP6g2tA,17.282,22.282,5.0,1.0,1.0,12.99,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0004_t00017.mp4,tier1,1,1.0,0.04407037794589996,True,9,0.8884478807449341
-jDBwP6g2tA_clip0005_t00021,-jDBwP6g2tA,21.282,24.286,3.004,1.0,1.0,12.54,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0005_t00021.mp4,tier1,1,1.0,0.04404284060001373,True,9,0.902057945728302
-jDBwP6g2tA_clip0006_t00024,-jDBwP6g2tA,24.386,29.214,4.828,1.0,1.0,11.97,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0006_t00024.mp4,tier1,1,1.0,0.04429472237825394,True,9,0.8738976716995239
-jDBwP6g2tA_clip0007_t00037,-jDBwP6g2tA,37.314,42.314,5.0,1.0,1.0,14.21,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0007_t00037.mp4,tier1,1,1.0,0.036670535802841187,True,9,0.8802235722541809
-jDBwP6g2tA_clip0008_t00041,-jDBwP6g2tA,41.314,46.314,5.0,1.0,1.0,13.84,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0008_t00041.mp4,tier1,1,1.0,0.03675990551710129,True,9,0.8765437602996826
-jDBwP6g2tA_clip0009_t00045,-jDBwP6g2tA,45.314,50.314,5.0,1.0,1.0,13.72,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0009_t00045.mp4,tier1,1,1.0,0.037152573466300964,True,9,0.89260333776474
-jDBwP6g2tA_clip0010_t00049,-jDBwP6g2tA,49.314,54.314,5.0,1.0,1.0,13.37,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0010_t00049.mp4,tier1,1,1.0,0.0372920036315918,True,9,0.8815723061561584
-jDBwP6g2tA_clip0011_t00053,-jDBwP6g2tA,53.314,58.314,5.0,1.0,1.0,13.08,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0011_t00053.mp4,tier1,1,1.0,0.036278799176216125,True,9,0.8734986782073975
-jDBwP6g2tA_clip0012_t00058,-jDBwP6g2tA,58.914,64.542,5.628,1.0,1.0,12.98,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0012_t00058.mp4,tier1,1,1.0,0.036937251687049866,True,9,0.8783751726150513
-jDBwP6g2tA_clip0013_t00079,-jDBwP6g2tA,79.01,81.95,2.94,1.0,1.0,13.5,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0013_t00079.mp4,tier1,1,1.0,0.051521334797143936,True,9,0.4802730977535248
-jDBwP6g2tA_clip0014_t00085,-jDBwP6g2tA,85.282,89.31,4.028,1.0,1.0,13.01,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0014_t00085.mp4,tier1,1,1.0,0.03757389634847641,True,9,0.8818070292472839
-jDBwP6g2tA_clip0015_t00094,-jDBwP6g2tA,94.114,96.478,2.364,1.0,1.0,13.55,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0015_t00094.mp4,tier1,1,1.0,0.03837371990084648,True,9,0.8514395952224731
-jDBwP6g2tA_clip0016_t00099,-jDBwP6g2tA,99.522,104.03,4.508,1.0,1.0,13.61,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0016_t00099.mp4,tier1,1,1.0,0.035551346838474274,True,9,0.8682585954666138
-jDBwP6g2tA_clip0017_t00104,-jDBwP6g2tA,104.162,113.822,9.66,1.0,1.0,13.32,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0017_t00104.mp4,tier1,1,1.0,0.03670918941497803,True,9,0.8803532123565674
-jDBwP6g2tA_clip0018_t00116,-jDBwP6g2tA,116.162,128.126,11.964,1.0,1.0,13.24,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0018_t00116.mp4,tier1,1,1.0,0.036734726279973984,True,9,0.8934775590896606
-jDBwP6g2tA_clip0019_t00128,-jDBwP6g2tA,128.258,130.494,2.236,1.0,1.0,14.38,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0019_t00128.mp4,tier1,1,1.0,0.03696029260754585,True,9,0.8958095908164978
-jDBwP6g2tA_clip0020_t00132,-jDBwP6g2tA,132.834,136.158,3.324,1.0,1.0,12.76,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0020_t00132.mp4,tier1,1,1.0,0.03615317493677139,True,9,0.8319361805915833
-jDBwP6g2tA_clip0021_t00136,-jDBwP6g2tA,136.61,143.07,6.46,1.0,1.0,12.71,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0021_t00136.mp4,tier1,1,1.0,0.0367438830435276,True,9,0.8747223615646362
-jDBwP6g2tA_clip0022_t00144,-jDBwP6g2tA,144.322,148.99,4.668,1.0,1.0,13.38,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0022_t00144.mp4,tier1,1,1.0,0.0375334732234478,True,9,0.8946709036827087
-jDBwP6g2tA_clip0023_t00149,-jDBwP6g2tA,149.186,152.35,3.164,1.0,1.0,13.56,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0023_t00149.mp4,tier1,1,1.0,0.036751121282577515,True,9,0.8349654078483582
-jDBwP6g2tA_clip0024_t00152,-jDBwP6g2tA,152.738,156.958,4.22,1.0,1.0,13.32,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0024_t00152.mp4,tier1,1,1.0,0.035110991448163986,True,9,0.8112077713012695
-jDBwP6g2tA_clip0025_t00157,-jDBwP6g2tA,157.09,159.486,2.396,1.0,1.0,13.77,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0025_t00157.mp4,tier1,1,1.0,0.03724919632077217,True,9,0.8891478776931763
-jDBwP6g2tA_clip0026_t00159,-jDBwP6g2tA,159.906,163.774,3.868,1.0,1.0,13.93,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0026_t00159.mp4,tier1,1,1.0,0.037575844675302505,True,9,0.8809854984283447
-jDBwP6g2tA_clip0027_t00164,-jDBwP6g2tA,164.77,170.366,5.596,1.0,1.0,13.16,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0027_t00164.mp4,tier1,1,1.0,0.03615506365895271,True,9,0.8742896318435669
-jDBwP6g2tA_clip0028_t00170,-jDBwP6g2tA,170.818,176.446,5.628,1.0,1.0,12.68,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0028_t00170.mp4,tier1,1,1.0,0.03766438737511635,True,9,0.8572921752929688
-jDBwP6g2tA_clip0029_t00176,-jDBwP6g2tA,176.546,181.022,4.476,1.0,1.0,12.53,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0029_t00176.mp4,tier1,1,1.0,0.03673328831791878,True,9,0.8764485120773315
-jDBwP6g2tA_clip0030_t00181,-jDBwP6g2tA,181.218,184.51,3.292,1.0,1.0,13.81,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0030_t00181.mp4,tier1,1,1.0,0.03619907423853874,True,9,0.8492119908332825
-jDBwP6g2tA_clip0031_t00184,-jDBwP6g2tA,184.834,189.854,5.02,1.0,1.0,12.5,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0031_t00184.mp4,tier1,1,1.0,0.03546108677983284,True,9,0.8758667707443237
-jDBwP6g2tA_clip0032_t00190,-jDBwP6g2tA,190.274,193.182,2.908,1.0,1.0,13.97,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0032_t00190.mp4,tier1,1,1.0,0.03557146340608597,True,9,0.8346125483512878
-jDBwP6g2tA_clip0033_t00195,-jDBwP6g2tA,195.586,198.398,2.812,1.0,1.0,13.64,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0033_t00195.mp4,tier1,1,1.0,0.03596537932753563,True,9,0.8948928117752075
-jDBwP6g2tA_clip0034_t00198,-jDBwP6g2tA,198.722,200.766,2.044,1.0,1.0,13.77,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0034_t00198.mp4,tier1,1,1.0,0.03552261367440224,True,9,0.9118754267692566
-jDBwP6g2tA_clip0035_t00200,-jDBwP6g2tA,200.93,207.934,7.004,1.0,1.0,13.77,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0035_t00200.mp4,tier1,1,1.0,0.03719788417220116,True,9,0.8717349171638489
-jDBwP6g2tA_clip0036_t00209,-jDBwP6g2tA,209.89,215.038,5.148,1.0,1.0,13.05,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0036_t00209.mp4,tier1,1,1.0,0.03622102737426758,True,9,0.8634219765663147
-jDBwP6g2tA_clip0037_t00215,-jDBwP6g2tA,215.33,217.982,2.652,1.0,1.0,13.26,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0037_t00215.mp4,tier1,1,1.0,0.03589172661304474,True,9,0.9262767434120178
-jDBwP6g2tA_clip0038_t00218,-jDBwP6g2tA,218.338,221.118,2.78,1.0,1.0,13.81,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0038_t00218.mp4,tier1,1,1.0,0.03617266193032265,True,9,0.8752092719078064
-jDBwP6g2tA_clip0039_t00223,-jDBwP6g2tA,223.074,231.678,8.604,1.0,1.0,13.06,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0039_t00223.mp4,tier1,1,1.0,0.03675007447600365,True,9,0.8875487446784973
-jDBwP6g2tA_clip0040_t00233,-jDBwP6g2tA,233.506,238.078,4.572,1.0,1.0,12.35,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0040_t00233.mp4,tier1,1,1.0,0.03529573976993561,True,9,0.8720067143440247
-jDBwP6g2tA_clip0041_t00238,-jDBwP6g2tA,238.306,242.75,4.444,1.0,1.0,13.49,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0041_t00238.mp4,tier1,1,1.0,0.03617406636476517,True,9,0.8779531121253967
-jDBwP6g2tA_clip0042_t00243,-jDBwP6g2tA,243.138,246.622,3.484,1.0,1.0,13.57,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0042_t00243.mp4,tier1,1,1.0,0.035277195274829865,True,9,0.8936053514480591
-jDBwP6g2tA_clip0043_t00246,-jDBwP6g2tA,246.722,252.67,5.948,1.0,1.0,13.55,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0043_t00246.mp4,tier1,1,1.0,0.036206457763910294,True,9,0.8990384340286255
-jDBwP6g2tA_clip0044_t00252,-jDBwP6g2tA,252.93,256.062,3.132,1.0,1.0,12.85,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0044_t00252.mp4,tier1,1,1.0,0.03543207421898842,True,9,0.9119153618812561
-jDBwP6g2tA_clip0045_t00261,-jDBwP6g2tA,261.506,266.686,5.18,1.0,1.0,12.69,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0045_t00261.mp4,tier1,1,1.0,0.03508209437131882,True,9,0.8604000806808472
-jDBwP6g2tA_clip0046_t00269,-jDBwP6g2tA,269.314,273.054,3.74,1.0,1.0,13.4,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0046_t00269.mp4,tier1,1,1.0,0.03559442609548569,True,9,0.9061903357505798
-jDBwP6g2tA_clip0047_t00276,-jDBwP6g2tA,276.066,281.086,5.02,1.0,1.0,16.43,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0047_t00276.mp4,tier1,1,1.0,0.03719625622034073,True,9,0.852041482925415
-jDBwP6g2tA_clip0048_t00281,-jDBwP6g2tA,281.186,289.086,7.9,1.0,1.0,14.8,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0048_t00281.mp4,tier1,1,1.0,0.036913253366947174,True,9,0.8873183131217957
-jDBwP6g2tA_clip0049_t00291,-jDBwP6g2tA,291.298,296.298,5.0,1.0,1.0,14.82,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0049_t00291.mp4,tier1,1,1.0,0.037395671010017395,True,9,0.8535939455032349
-jDBwP6g2tA_clip0050_t00295,-jDBwP6g2tA,295.298,300.298,5.0,1.0,1.0,14.7,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0050_t00295.mp4,tier1,1,1.0,0.03701675310730934,True,9,0.8785983324050903
-jDBwP6g2tA_clip0051_t00299,-jDBwP6g2tA,299.298,304.298,5.0,1.0,1.0,15.54,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0051_t00299.mp4,tier1,1,1.0,0.03714428469538689,True,9,0.90232914686203
-jDBwP6g2tA_clip0052_t00303,-jDBwP6g2tA,303.298,306.526,3.228,1.0,1.0,16.08,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0052_t00303.mp4,tier1,1,1.0,0.03662906959652901,True,9,0.8807700276374817
-jDBwP6g2tA_clip0053_t00306,-jDBwP6g2tA,306.722,314.046,7.324,0.875,1.0,15.72,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0053_t00306.mp4,tier1,1,0.8888888888888888,0.03478402644395828,True,9,0.8450881242752075
-jDBwP6g2tA_clip0054_t00316,-jDBwP6g2tA,316.258,318.43,2.172,1.0,1.0,16.34,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0054_t00316.mp4,tier1,1,1.0,0.03402186930179596,True,9,0.870593786239624
-jDBwP6g2tA_clip0055_t00334,-jDBwP6g2tA,334.114,337.854,3.74,1.0,1.0,13.11,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0055_t00334.mp4,tier1,1,1.0,0.0381840318441391,True,9,0.8842738270759583
-jDBwP6g2tA_clip0056_t00338,-jDBwP6g2tA,338.018,345.438,7.42,1.0,1.0,13.19,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0056_t00338.mp4,tier1,1,1.0,0.038410838693380356,True,9,0.8570353388786316
-jDBwP6g2tA_clip0057_t00345,-jDBwP6g2tA,345.602,348.926,3.324,1.0,1.0,13.49,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0057_t00345.mp4,tier1,1,1.0,0.0391228049993515,True,9,0.8851444721221924
-jDBwP6g2tA_clip0058_t00350,-jDBwP6g2tA,350.402,354.974,4.572,1.0,1.0,12.97,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0058_t00350.mp4,tier1,1,1.0,0.03814636170864105,True,9,0.8600178956985474
-jDBwP6g2tA_clip0059_t00355,-jDBwP6g2tA,355.298,357.406,2.108,1.0,1.0,12.09,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0059_t00355.mp4,tier1,1,1.0,0.03668256849050522,True,9,0.9200011491775513
-jDBwP6g2tA_clip0060_t00357,-jDBwP6g2tA,357.826,361.278,3.452,1.0,1.0,13.03,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0060_t00357.mp4,tier1,1,1.0,0.03839835524559021,True,9,0.9102382659912109
-jDBwP6g2tA_clip0061_t00361,-jDBwP6g2tA,361.41,364.35,2.94,1.0,1.0,12.73,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0061_t00361.mp4,tier1,1,1.0,0.03818949684500694,True,9,0.9107841849327087
-jDBwP6g2tA_clip0062_t00364,-jDBwP6g2tA,364.578,366.814,2.236,1.0,1.0,12.28,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0062_t00364.mp4,tier1,1,1.0,0.0369843989610672,True,9,0.9171292781829834
-jDBwP6g2tA_clip0063_t00367,-jDBwP6g2tA,367.362,370.59,3.228,1.0,1.0,13.31,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0063_t00367.mp4,tier1,1,1.0,0.037259895354509354,True,9,0.867249608039856
-jDBwP6g2tA_clip0064_t00370,-jDBwP6g2tA,370.914,375.838,4.924,1.0,1.0,13.4,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0064_t00370.mp4,tier1,1,1.0,0.037566058337688446,True,9,0.8863442540168762
-jDBwP6g2tA_clip0065_t00379,-jDBwP6g2tA,379.234,381.31,2.076,1.0,1.0,14.57,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0065_t00379.mp4,tier1,1,1.0,0.03666846081614494,True,9,0.8800055384635925
-jDBwP6g2tA_clip0066_t00386,-jDBwP6g2tA,386.338,389.726,3.388,1.0,1.0,13.65,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0066_t00386.mp4,tier1,1,1.0,0.036293093115091324,True,9,0.8789618611335754
-jDBwP6g2tA_clip0067_t00390,-jDBwP6g2tA,390.082,393.086,3.004,1.0,1.0,13.22,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0067_t00390.mp4,tier1,1,1.0,0.03725416958332062,True,9,0.9110927581787109
-jDBwP6g2tA_clip0068_t00399,-jDBwP6g2tA,399.714,406.654,6.94,1.0,1.0,13.21,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0068_t00399.mp4,tier1,1,1.0,0.03619727864861488,True,9,0.8792554140090942
-jDBwP6g2tA_clip0069_t00406,-jDBwP6g2tA,406.946,413.15,6.204,1.0,1.0,12.74,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0069_t00406.mp4,tier1,1,1.0,0.03582890331745148,True,9,0.8151689171791077
-jDBwP6g2tA_clip0070_t00413,-jDBwP6g2tA,413.314,420.062,6.748,1.0,1.0,13.22,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0070_t00413.mp4,tier1,1,1.0,0.03623981401324272,True,9,0.8629640936851501
-jDBwP6g2tA_clip0071_t00420,-jDBwP6g2tA,420.386,422.846,2.46,1.0,1.0,13.72,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0071_t00420.mp4,tier1,1,1.0,0.03635576367378235,True,9,0.8925730586051941
-jDBwP6g2tA_clip0072_t00425,-jDBwP6g2tA,425.698,427.742,2.044,1.0,1.0,13.29,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0072_t00425.mp4,tier1,1,1.0,0.036835115402936935,True,9,0.8958621621131897
-jDBwP6g2tA_clip0073_t00429,-jDBwP6g2tA,429.058,435.614,6.556,1.0,1.0,12.15,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0073_t00429.mp4,tier1,1,1.0,0.03609322011470795,True,9,0.8762599229812622
-jDBwP6g2tA_clip0074_t00436,-jDBwP6g2tA,436.994,442.91,5.916,1.0,1.0,12.62,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0074_t00436.mp4,tier1,1,1.0,0.03656725585460663,True,9,0.8787680864334106
-jDBwP6g2tA_clip0075_t00443,-jDBwP6g2tA,443.042,448.062,5.02,1.0,1.0,13.65,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0075_t00443.mp4,tier1,1,1.0,0.036172106862068176,True,9,0.8890514373779297
-jDBwP6g2tA_clip0076_t00448,-jDBwP6g2tA,448.418,456.542,8.124,1.0,1.0,12.63,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0076_t00448.mp4,tier1,1,1.0,0.036239009350538254,True,9,0.8612850904464722
-jDBwP6g2tA_clip0077_t00458,-jDBwP6g2tA,458.434,463.55,5.116,1.0,1.0,13.55,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0077_t00458.mp4,tier1,1,1.0,0.03473731875419617,True,9,0.8713120222091675
-jDBwP6g2tA_clip0078_t00463,-jDBwP6g2tA,463.874,467.422,3.548,1.0,1.0,12.92,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0078_t00463.mp4,tier1,1,1.0,0.035080600529909134,True,9,0.8775882720947266
-jDBwP6g2tA_clip0079_t00467,-jDBwP6g2tA,467.682,469.726,2.044,1.0,1.0,13.17,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0079_t00467.mp4,tier1,1,1.0,0.035811133682727814,True,9,0.8934996128082275
-jDBwP6g2tA_clip0080_t00469,-jDBwP6g2tA,469.858,472.798,2.94,1.0,1.0,11.39,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0080_t00469.mp4,tier1,1,1.0,0.03535975515842438,True,9,0.8826626539230347
-jDBwP6g2tA_clip0081_t00472,-jDBwP6g2tA,472.962,475.902,2.94,1.0,1.0,12.4,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\-jDBwP6g2tA_clip0081_t00472.mp4,tier1,1,1.0,0.03625420853495598,True,9,0.9063469767570496
