clip_id,source_video,start_time,end_time,duration,face_ratio,speech_ratio,snr,file_path,tier,decode_backend,cut_backend,run_id
1ucBZ4StNP0_s0000520418_e0000522846,1ucBZ4StNP0,520.418,522.846,2.428,1.0,1.0,6.84,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/1ucBZ4StNP0_s0000520418_e0000522846.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
1ucBZ4StNP0_s0000527330_e0000532702,1ucBZ4StNP0,527.33,532.702,5.372,1.0,1.0,7.99,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/1ucBZ4StNP0_s0000527330_e0000532702.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
1ucBZ4StNP0_s0000534402_e0000538174,1ucBZ4StNP0,534.402,538.174,3.772,1.0,1.0,8.09,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/1ucBZ4StNP0_s0000534402_e0000538174.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
1ucBZ4StNP0_s0000539682_e0000541886,1ucBZ4StNP0,539.682,541.886,2.204,1.0,1.0,7.68,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/1ucBZ4StNP0_s0000539682_e0000541886.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
1ucBZ4StNP0_s0000542210_e0000546238,1ucBZ4StNP0,542.21,546.238,4.028,1.0,1.0,7.15,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/1ucBZ4StNP0_s0000542210_e0000546238.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
1ucBZ4StNP0_s0000548034_e0000553022,1ucBZ4StNP0,548.034,553.022,4.988,1.0,1.0,8.05,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/1ucBZ4StNP0_s0000548034_e0000553022.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
1ucBZ4StNP0_s0000554466_e0000559390,1ucBZ4StNP0,554.466,559.39,4.924,1.0,1.0,7.47,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/1ucBZ4StNP0_s0000554466_e0000559390.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
1ucBZ4StNP0_s0000561538_e0000566974,1ucBZ4StNP0,561.538,566.974,5.436,1.0,1.0,7.84,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/1ucBZ4StNP0_s0000561538_e0000566974.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
1ucBZ4StNP0_s0000570850_e0000579230,1ucBZ4StNP0,570.85,579.23,8.38,1.0,1.0,7.44,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/1ucBZ4StNP0_s0000570850_e0000579230.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
1ucBZ4StNP0_s0000581378_e0000585086,1ucBZ4StNP0,581.378,585.086,3.708,1.0,1.0,9.77,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/1ucBZ4StNP0_s0000581378_e0000585086.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
1ucBZ4StNP0_s0000587330_e0000590622,1ucBZ4StNP0,587.33,590.622,3.292,1.0,1.0,8.54,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/1ucBZ4StNP0_s0000587330_e0000590622.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
1ucBZ4StNP0_s0000591778_e0000595518,1ucBZ4StNP0,591.778,595.518,3.74,1.0,1.0,6.3,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/1ucBZ4StNP0_s0000591778_e0000595518.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
1ucBZ4StNP0_s0000597538_e0000600894,1ucBZ4StNP0,597.538,600.894,3.356,1.0,1.0,9.57,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/1ucBZ4StNP0_s0000597538_e0000600894.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
1ucBZ4StNP0_s0000602562_e0000605726,1ucBZ4StNP0,602.562,605.726,3.164,1.0,1.0,7.56,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/1ucBZ4StNP0_s0000602562_e0000605726.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
1ucBZ4StNP0_s0000605858_e0000607902,1ucBZ4StNP0,605.858,607.902,2.044,1.0,1.0,8.22,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/1ucBZ4StNP0_s0000605858_e0000607902.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
1ucBZ4StNP0_s0000608226_e0000611582,1ucBZ4StNP0,608.226,611.582,3.356,1.0,1.0,6.65,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/1ucBZ4StNP0_s0000608226_e0000611582.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
1ucBZ4StNP0_s0000612162_e0000615582,1ucBZ4StNP0,612.162,615.582,3.42,1.0,1.0,-1.44,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/1ucBZ4StNP0_s0000612162_e0000615582.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
1ucBZ4StNP0_s0000615842_e0000618334,1ucBZ4StNP0,615.842,618.334,2.492,1.0,1.0,6.09,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/1ucBZ4StNP0_s0000615842_e0000618334.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
1ucBZ4StNP0_s0000620386_e0000626270,1ucBZ4StNP0,620.386,626.27,5.884,1.0,1.0,6.69,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/1ucBZ4StNP0_s0000620386_e0000626270.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
1ucBZ4StNP0_s0000637282_e0000639742,1ucBZ4StNP0,637.282,639.742,2.46,1.0,1.0,7.01,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/1ucBZ4StNP0_s0000637282_e0000639742.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
1ucBZ4StNP0_s0000640674_e0000642846,1ucBZ4StNP0,640.674,642.846,2.172,1.0,1.0,5.04,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/1ucBZ4StNP0_s0000640674_e0000642846.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
1ucBZ4StNP0_s0000656930_e0000659934,1ucBZ4StNP0,656.93,659.934,3.004,1.0,1.0,7.63,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/1ucBZ4StNP0_s0000656930_e0000659934.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
1ucBZ4StNP0_s0000662082_e0000664798,1ucBZ4StNP0,662.082,664.798,2.716,1.0,1.0,7.35,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/1ucBZ4StNP0_s0000662082_e0000664798.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
1ucBZ4StNP0_s0000671970_e0000677694,1ucBZ4StNP0,671.97,677.694,5.724,1.0,1.0,7.64,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/1ucBZ4StNP0_s0000671970_e0000677694.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
1ucBZ4StNP0_s0000689378_e0000691454,1ucBZ4StNP0,689.378,691.454,2.076,1.0,1.0,2.69,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/1ucBZ4StNP0_s0000689378_e0000691454.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
1ucBZ4StNP0_s0000692546_e0000696094,1ucBZ4StNP0,692.546,696.094,3.548,1.0,1.0,8.85,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/1ucBZ4StNP0_s0000692546_e0000696094.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
1ucBZ4StNP0_s0000701250_e0000703486,1ucBZ4StNP0,701.25,703.486,2.236,1.0,1.0,7.82,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/1ucBZ4StNP0_s0000701250_e0000703486.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
1ucBZ4StNP0_s0000713474_e0000717150,1ucBZ4StNP0,713.474,717.15,3.676,1.0,1.0,9.52,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/1ucBZ4StNP0_s0000713474_e0000717150.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
1ucBZ4StNP0_s0000719522_e0000722238,1ucBZ4StNP0,719.522,722.238,2.716,1.0,1.0,9.1,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/1ucBZ4StNP0_s0000719522_e0000722238.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
1ucBZ4StNP0_s0000728898_e0000732926,1ucBZ4StNP0,728.898,732.926,4.028,1.0,1.0,8.62,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/1ucBZ4StNP0_s0000728898_e0000732926.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
1ucBZ4StNP0_s0000735650_e0000739294,1ucBZ4StNP0,735.65,739.294,3.644,1.0,1.0,7.4,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/1ucBZ4StNP0_s0000735650_e0000739294.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
1ucBZ4StNP0_s0000740578_e0000745950,1ucBZ4StNP0,740.578,745.95,5.372,1.0,1.0,6.3,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/1ucBZ4StNP0_s0000740578_e0000745950.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
1ucBZ4StNP0_s0000749442_e0000754910,1ucBZ4StNP0,749.442,754.91,5.468,1.0,1.0,6.98,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/1ucBZ4StNP0_s0000749442_e0000754910.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
1ucBZ4StNP0_s0000756642_e0000759134,1ucBZ4StNP0,756.642,759.134,2.492,1.0,1.0,8.15,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/1ucBZ4StNP0_s0000756642_e0000759134.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
1ucBZ4StNP0_s0000763458_e0000767486,1ucBZ4StNP0,763.458,767.486,4.028,1.0,1.0,6.44,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/1ucBZ4StNP0_s0000763458_e0000767486.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
1ucBZ4StNP0_s0000768034_e0000775742,1ucBZ4StNP0,768.034,775.742,7.708,1.0,1.0,8.13,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/1ucBZ4StNP0_s0000768034_e0000775742.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
1ucBZ4StNP0_s0000775970_e0000780190,1ucBZ4StNP0,775.97,780.19,4.22,1.0,1.0,6.6,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/1ucBZ4StNP0_s0000775970_e0000780190.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000023810_e0000027134,25LDskObwqo,23.81,27.134,3.324,1.0,1.0,3.47,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000023810_e0000027134.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000027298_e0000032222,25LDskObwqo,27.298,32.222,4.924,1.0,1.0,3.78,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000027298_e0000032222.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000032514_e0000034750,25LDskObwqo,32.514,34.75,2.236,1.0,1.0,4.47,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000032514_e0000034750.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000034882_e0000038526,25LDskObwqo,34.882,38.526,3.644,1.0,1.0,0.73,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000034882_e0000038526.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000039010_e0000042270,25LDskObwqo,39.01,42.27,3.26,1.0,1.0,2.57,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000039010_e0000042270.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000046722_e0000052126,25LDskObwqo,46.722,52.126,5.404,1.0,1.0,6.27,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000046722_e0000052126.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000052258_e0000056126,25LDskObwqo,52.258,56.126,3.868,1.0,1.0,5.32,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000052258_e0000056126.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000079906_e0000081918,25LDskObwqo,79.906,81.918,2.012,1.0,1.0,4.5,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000079906_e0000081918.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000082530_e0000087902,25LDskObwqo,82.53,87.902,5.372,1.0,1.0,3.67,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000082530_e0000087902.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000088034_e0000090974,25LDskObwqo,88.034,90.974,2.94,1.0,1.0,3.77,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000088034_e0000090974.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000091170_e0000093630,25LDskObwqo,91.17,93.63,2.46,1.0,1.0,2.79,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000091170_e0000093630.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000095266_e0000103390,25LDskObwqo,95.266,103.39,8.124,1.0,1.0,8.08,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000095266_e0000103390.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000103618_e0000106238,25LDskObwqo,103.618,106.238,2.62,1.0,1.0,6.71,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000103618_e0000106238.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000106530_e0000108990,25LDskObwqo,106.53,108.99,2.46,1.0,1.0,7.46,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000106530_e0000108990.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000109186_e0000111934,25LDskObwqo,109.186,111.934,2.748,1.0,1.0,6.49,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000109186_e0000111934.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000128706_e0000131038,25LDskObwqo,128.706,131.038,2.332,1.0,1.0,7.13,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000128706_e0000131038.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000143586_e0000148734,25LDskObwqo,143.586,148.734,5.148,1.0,1.0,8.24,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000143586_e0000148734.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000161698_e0000163966,25LDskObwqo,161.698,163.966,2.268,1.0,1.0,6.78,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000161698_e0000163966.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000164098_e0000166686,25LDskObwqo,164.098,166.686,2.588,1.0,1.0,7.05,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000164098_e0000166686.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000168802_e0000172030,25LDskObwqo,168.802,172.03,3.228,1.0,1.0,7.6,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000168802_e0000172030.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000177730_e0000180158,25LDskObwqo,177.73,180.158,2.428,1.0,1.0,6.62,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000177730_e0000180158.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000188962_e0000195230,25LDskObwqo,188.962,195.23,6.268,0.857,1.0,3.91,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000188962_e0000195230.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000218274_e0000220606,25LDskObwqo,218.274,220.606,2.332,1.0,1.0,3.51,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000218274_e0000220606.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000226114_e0000230462,25LDskObwqo,226.114,230.462,4.348,1.0,1.0,3.27,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000226114_e0000230462.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000232962_e0000236766,25LDskObwqo,232.962,236.766,3.804,1.0,1.0,4.06,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000232962_e0000236766.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000239266_e0000243454,25LDskObwqo,239.266,243.454,4.188,1.0,1.0,3.62,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000239266_e0000243454.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000243970_e0000246110,25LDskObwqo,243.97,246.11,2.14,1.0,1.0,3.75,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000243970_e0000246110.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000267298_e0000270686,25LDskObwqo,267.298,270.686,3.388,1.0,1.0,2.96,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000267298_e0000270686.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000270818_e0000273086,25LDskObwqo,270.818,273.086,2.268,1.0,1.0,3.98,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000270818_e0000273086.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000284994_e0000289886,25LDskObwqo,284.994,289.886,4.892,1.0,1.0,3.78,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000284994_e0000289886.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000302178_e0000306366,25LDskObwqo,302.178,306.366,4.188,1.0,1.0,4.51,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000302178_e0000306366.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000306594_e0000310878,25LDskObwqo,306.594,310.878,4.284,1.0,1.0,3.05,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000306594_e0000310878.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000311010_e0000316638,25LDskObwqo,311.01,316.638,5.628,1.0,1.0,2.81,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000311010_e0000316638.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000316994_e0000319038,25LDskObwqo,316.994,319.038,2.044,1.0,1.0,5.13,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000316994_e0000319038.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000319138_e0000323390,25LDskObwqo,319.138,323.39,4.252,1.0,1.0,2.57,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000319138_e0000323390.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000324994_e0000329214,25LDskObwqo,324.994,329.214,4.22,1.0,1.0,6.64,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000324994_e0000329214.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000341186_e0000346014,25LDskObwqo,341.186,346.014,4.828,1.0,1.0,6.34,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000341186_e0000346014.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000365250_e0000370494,25LDskObwqo,365.25,370.494,5.244,1.0,1.0,7.03,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000365250_e0000370494.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000370754_e0000373246,25LDskObwqo,370.754,373.246,2.492,1.0,1.0,6.19,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000370754_e0000373246.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000373602_e0000376606,25LDskObwqo,373.602,376.606,3.004,1.0,1.0,7.58,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000373602_e0000376606.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000380162_e0000383390,25LDskObwqo,380.162,383.39,3.228,1.0,1.0,7.3,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000380162_e0000383390.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000383874_e0000388670,25LDskObwqo,383.874,388.67,4.796,1.0,1.0,7.53,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000383874_e0000388670.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000388866_e0000393086,25LDskObwqo,388.866,393.086,4.22,1.0,1.0,6.71,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000388866_e0000393086.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000393378_e0000397950,25LDskObwqo,393.378,397.95,4.572,1.0,1.0,7.77,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000393378_e0000397950.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000406050_e0000408606,25LDskObwqo,406.05,408.606,2.556,1.0,1.0,7.57,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000406050_e0000408606.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000423106_e0000425182,25LDskObwqo,423.106,425.182,2.076,1.0,1.0,9.62,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000423106_e0000425182.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000425410_e0000428158,25LDskObwqo,425.41,428.158,2.748,1.0,1.0,10.83,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000425410_e0000428158.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000428866_e0000432286,25LDskObwqo,428.866,432.286,3.42,1.0,1.0,9.71,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000428866_e0000432286.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000432578_e0000436638,25LDskObwqo,432.578,436.638,4.06,1.0,1.0,9.49,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000432578_e0000436638.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000437026_e0000441854,25LDskObwqo,437.026,441.854,4.828,1.0,1.0,9.27,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000437026_e0000441854.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000446050_e0000448094,25LDskObwqo,446.05,448.094,2.044,1.0,1.0,9.39,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000446050_e0000448094.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000448642_e0000455038,25LDskObwqo,448.642,455.038,6.396,1.0,1.0,8.99,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000448642_e0000455038.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000459554_e0000461566,25LDskObwqo,459.554,461.566,2.012,1.0,1.0,8.56,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000459554_e0000461566.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000471074_e0000473342,25LDskObwqo,471.074,473.342,2.268,1.0,1.0,10.44,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000471074_e0000473342.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
25LDskObwqo_s0000475138_e0000478846,25LDskObwqo,475.138,478.846,3.708,1.0,1.0,9.54,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/25LDskObwqo_s0000475138_e0000478846.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
