clip_id,source_video,start_time,end_time,duration,face_ratio,speech_ratio,snr,file_path,tier,decode_backend,cut_backend,run_id
35_iHr-U0xY_s0000622594_e0000627594,35_iHr-U0xY,622.594,627.594,5.0,1.0,1.0,5.84,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/35_iHr-U0xY_s0000622594_e0000627594.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
35_iHr-U0xY_s0000664130_e0000669130,35_iHr-U0xY,664.13,669.13,5.0,1.0,1.0,1.44,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/35_iHr-U0xY_s0000664130_e0000669130.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
35_iHr-U0xY_s0000672130_e0000676478,35_iHr-U0xY,672.13,676.478,4.348,1.0,1.0,2.7,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/35_iHr-U0xY_s0000672130_e0000676478.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
35_iHr-U0xY_s0000683522_e0000686398,35_iHr-U0xY,683.522,686.398,2.876,1.0,1.0,3.07,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/35_iHr-U0xY_s0000683522_e0000686398.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
35_iHr-U0xY_s0000694370_e0000698142,35_iHr-U0xY,694.37,698.142,3.772,1.0,1.0,1.09,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/35_iHr-U0xY_s0000694370_e0000698142.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
35_iHr-U0xY_s0000764546_e0000766750,35_iHr-U0xY,764.546,766.75,2.204,1.0,1.0,1.32,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/35_iHr-U0xY_s0000764546_e0000766750.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000016386_e0000020830,38IBjJ77eQk,16.386,20.83,4.444,1.0,1.0,13.22,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000016386_e0000020830.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000021026_e0000026622,38IBjJ77eQk,21.026,26.622,5.596,1.0,1.0,11.68,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000021026_e0000026622.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000032034_e0000034558,38IBjJ77eQk,32.034,34.558,2.524,1.0,1.0,9.77,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000032034_e0000034558.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000041058_e0000044318,38IBjJ77eQk,41.058,44.318,3.26,1.0,1.0,12.72,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000041058_e0000044318.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000054754_e0000057214,38IBjJ77eQk,54.754,57.214,2.46,1.0,1.0,9.28,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000054754_e0000057214.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000063458_e0000066014,38IBjJ77eQk,63.458,66.014,2.556,1.0,1.0,10.0,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000063458_e0000066014.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000087714_e0000093310,38IBjJ77eQk,87.714,93.31,5.596,1.0,1.0,9.8,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000087714_e0000093310.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000181186_e0000186186,38IBjJ77eQk,181.186,186.186,5.0,1.0,1.0,9.4,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000181186_e0000186186.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000185186_e0000190186,38IBjJ77eQk,185.186,190.186,5.0,1.0,1.0,9.17,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000185186_e0000190186.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000189186_e0000193726,38IBjJ77eQk,189.186,193.726,4.54,0.75,1.0,9.2,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000189186_e0000193726.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000196834_e0000200638,38IBjJ77eQk,196.834,200.638,3.804,1.0,1.0,11.3,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000196834_e0000200638.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000224258_e0000226526,38IBjJ77eQk,224.258,226.526,2.268,1.0,1.0,10.04,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000224258_e0000226526.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000264898_e0000273406,38IBjJ77eQk,264.898,273.406,8.508,0.778,1.0,9.0,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000264898_e0000273406.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000273922_e0000280286,38IBjJ77eQk,273.922,280.286,6.364,0.714,1.0,9.3,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000273922_e0000280286.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000342274_e0000344350,38IBjJ77eQk,342.274,344.35,2.076,1.0,1.0,9.43,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000342274_e0000344350.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000344610_e0000348030,38IBjJ77eQk,344.61,348.03,3.42,1.0,1.0,9.35,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000344610_e0000348030.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000354114_e0000356766,38IBjJ77eQk,354.114,356.766,2.652,1.0,1.0,9.67,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000354114_e0000356766.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000384642_e0000391070,38IBjJ77eQk,384.642,391.07,6.428,1.0,1.0,8.5,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000384642_e0000391070.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000391394_e0000396670,38IBjJ77eQk,391.394,396.67,5.276,0.8,1.0,8.77,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000391394_e0000396670.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000396770_e0000399550,38IBjJ77eQk,396.77,399.55,2.78,1.0,1.0,8.22,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000396770_e0000399550.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000406370_e0000409470,38IBjJ77eQk,406.37,409.47,3.1,1.0,1.0,11.8,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000406370_e0000409470.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000414018_e0000419018,38IBjJ77eQk,414.018,419.018,5.0,0.8,1.0,9.48,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000414018_e0000419018.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000418018_e0000423018,38IBjJ77eQk,418.018,423.018,5.0,1.0,1.0,8.72,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000418018_e0000423018.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000424290_e0000428574,38IBjJ77eQk,424.29,428.574,4.284,1.0,1.0,8.81,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000424290_e0000428574.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000428738_e0000433598,38IBjJ77eQk,428.738,433.598,4.86,0.8,1.0,9.4,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000428738_e0000433598.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000433698_e0000438698,38IBjJ77eQk,433.698,438.698,5.0,1.0,1.0,12.03,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000433698_e0000438698.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000437698_e0000442698,38IBjJ77eQk,437.698,442.698,5.0,1.0,1.0,10.6,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000437698_e0000442698.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000441698_e0000446698,38IBjJ77eQk,441.698,446.698,5.0,0.8,1.0,10.19,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000441698_e0000446698.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000445698_e0000450698,38IBjJ77eQk,445.698,450.698,5.0,1.0,1.0,9.86,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000445698_e0000450698.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000452546_e0000456766,38IBjJ77eQk,452.546,456.766,4.22,1.0,1.0,12.1,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000452546_e0000456766.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000456866_e0000462174,38IBjJ77eQk,456.866,462.174,5.308,0.833,1.0,10.45,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000456866_e0000462174.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000464034_e0000466750,38IBjJ77eQk,464.034,466.75,2.716,1.0,1.0,11.76,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000464034_e0000466750.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000467170_e0000472170,38IBjJ77eQk,467.17,472.17,5.0,1.0,1.0,12.61,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000467170_e0000472170.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000471170_e0000476170,38IBjJ77eQk,471.17,476.17,5.0,0.8,1.0,10.96,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000471170_e0000476170.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000475170_e0000480170,38IBjJ77eQk,475.17,480.17,5.0,1.0,1.0,10.97,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000475170_e0000480170.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000479170_e0000484170,38IBjJ77eQk,479.17,484.17,5.0,1.0,1.0,10.26,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000479170_e0000484170.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000487618_e0000495358,38IBjJ77eQk,487.618,495.358,7.74,1.0,1.0,10.88,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000487618_e0000495358.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000495682_e0000499774,38IBjJ77eQk,495.682,499.774,4.092,1.0,1.0,11.33,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000495682_e0000499774.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000502466_e0000506206,38IBjJ77eQk,502.466,506.206,3.74,1.0,1.0,9.78,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000502466_e0000506206.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000506658_e0000515614,38IBjJ77eQk,506.658,515.614,8.956,0.889,1.0,9.62,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000506658_e0000515614.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000515778_e0000520638,38IBjJ77eQk,515.778,520.638,4.86,1.0,1.0,11.16,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000515778_e0000520638.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000520834_e0000528830,38IBjJ77eQk,520.834,528.83,7.996,1.0,1.0,11.03,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000520834_e0000528830.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000556770_e0000561770,38IBjJ77eQk,556.77,561.77,5.0,0.8,1.0,9.48,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000556770_e0000561770.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000560770_e0000565770,38IBjJ77eQk,560.77,565.77,5.0,1.0,1.0,9.84,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000560770_e0000565770.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000564770_e0000568510,38IBjJ77eQk,564.77,568.51,3.74,1.0,1.0,9.36,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000564770_e0000568510.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000576322_e0000579390,38IBjJ77eQk,576.322,579.39,3.068,1.0,1.0,9.47,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000576322_e0000579390.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000579586_e0000585342,38IBjJ77eQk,579.586,585.342,5.756,1.0,1.0,9.6,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000579586_e0000585342.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000585474_e0000587710,38IBjJ77eQk,585.474,587.71,2.236,1.0,1.0,10.47,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000585474_e0000587710.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000588610_e0000593278,38IBjJ77eQk,588.61,593.278,4.668,1.0,1.0,10.39,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000588610_e0000593278.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000593570_e0000598334,38IBjJ77eQk,593.57,598.334,4.764,1.0,1.0,9.46,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000593570_e0000598334.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000598818_e0000604158,38IBjJ77eQk,598.818,604.158,5.34,0.833,1.0,10.59,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000598818_e0000604158.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000604450_e0000609822,38IBjJ77eQk,604.45,609.822,5.372,1.0,1.0,11.3,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000604450_e0000609822.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000609954_e0000620350,38IBjJ77eQk,609.954,620.35,10.396,0.909,1.0,9.69,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000609954_e0000620350.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000621282_e0000626282,38IBjJ77eQk,621.282,626.282,5.0,1.0,1.0,8.92,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000621282_e0000626282.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000625282_e0000630282,38IBjJ77eQk,625.282,630.282,5.0,0.8,1.0,10.37,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000625282_e0000630282.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000629282_e0000634282,38IBjJ77eQk,629.282,634.282,5.0,1.0,1.0,8.49,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000629282_e0000634282.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000633282_e0000636542,38IBjJ77eQk,633.282,636.542,3.26,1.0,1.0,9.09,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000633282_e0000636542.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000658498_e0000660702,38IBjJ77eQk,658.498,660.702,2.204,1.0,1.0,9.38,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000658498_e0000660702.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000667458_e0000678174,38IBjJ77eQk,667.458,678.174,10.716,1.0,1.0,8.73,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000667458_e0000678174.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000680386_e0000686142,38IBjJ77eQk,680.386,686.142,5.756,1.0,1.0,8.77,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000680386_e0000686142.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000686242_e0000688318,38IBjJ77eQk,686.242,688.318,2.076,1.0,1.0,7.9,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000686242_e0000688318.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000692962_e0000697962,38IBjJ77eQk,692.962,697.962,5.0,0.8,1.0,10.11,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000692962_e0000697962.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000696962_e0000701438,38IBjJ77eQk,696.962,701.438,4.476,1.0,1.0,8.85,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000696962_e0000701438.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000701602_e0000703838,38IBjJ77eQk,701.602,703.838,2.236,1.0,1.0,6.8,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000701602_e0000703838.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000705794_e0000709694,38IBjJ77eQk,705.794,709.694,3.9,0.75,1.0,10.19,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000705794_e0000709694.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000709890_e0000714890,38IBjJ77eQk,709.89,714.89,5.0,1.0,1.0,8.33,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000709890_e0000714890.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000713890_e0000718890,38IBjJ77eQk,713.89,718.89,5.0,1.0,1.0,8.77,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000713890_e0000718890.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000717890_e0000722270,38IBjJ77eQk,717.89,722.27,4.38,0.8,1.0,8.06,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000717890_e0000722270.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000722402_e0000728030,38IBjJ77eQk,722.402,728.03,5.628,1.0,1.0,7.59,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000722402_e0000728030.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000728130_e0000731774,38IBjJ77eQk,728.13,731.774,3.644,1.0,1.0,9.5,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000728130_e0000731774.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000732066_e0000737066,38IBjJ77eQk,732.066,737.066,5.0,1.0,1.0,9.57,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000732066_e0000737066.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000736066_e0000741066,38IBjJ77eQk,736.066,741.066,5.0,1.0,1.0,8.35,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000736066_e0000741066.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000740066_e0000745066,38IBjJ77eQk,740.066,745.066,5.0,1.0,1.0,8.73,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000740066_e0000745066.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000744066_e0000749066,38IBjJ77eQk,744.066,749.066,5.0,1.0,1.0,8.12,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000744066_e0000749066.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000748066_e0000753066,38IBjJ77eQk,748.066,753.066,5.0,1.0,1.0,8.25,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000748066_e0000753066.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000752066_e0000757066,38IBjJ77eQk,752.066,757.066,5.0,1.0,1.0,9.17,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000752066_e0000757066.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
38IBjJ77eQk_s0000756066_e0000760286,38IBjJ77eQk,756.066,760.286,4.22,1.0,1.0,8.47,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/38IBjJ77eQk_s0000756066_e0000760286.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
3Dx_Ze4O6Cc_s0000016354_e0000023838,3Dx_Ze4O6Cc,16.354,23.838,7.484,1.0,1.0,4.38,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/3Dx_Ze4O6Cc_s0000016354_e0000023838.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
3Dx_Ze4O6Cc_s0000026114_e0000031710,3Dx_Ze4O6Cc,26.114,31.71,5.596,1.0,1.0,5.04,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/3Dx_Ze4O6Cc_s0000026114_e0000031710.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
3Dx_Ze4O6Cc_s0000037602_e0000043070,3Dx_Ze4O6Cc,37.602,43.07,5.468,1.0,1.0,9.4,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/3Dx_Ze4O6Cc_s0000037602_e0000043070.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
3Dx_Ze4O6Cc_s0000043554_e0000045726,3Dx_Ze4O6Cc,43.554,45.726,2.172,1.0,1.0,11.39,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/3Dx_Ze4O6Cc_s0000043554_e0000045726.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
3Dx_Ze4O6Cc_s0000046338_e0000051230,3Dx_Ze4O6Cc,46.338,51.23,4.892,1.0,1.0,7.88,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/3Dx_Ze4O6Cc_s0000046338_e0000051230.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
3Dx_Ze4O6Cc_s0000064034_e0000069406,3Dx_Ze4O6Cc,64.034,69.406,5.372,1.0,1.0,7.78,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/3Dx_Ze4O6Cc_s0000064034_e0000069406.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
3Dx_Ze4O6Cc_s0000069826_e0000078014,3Dx_Ze4O6Cc,69.826,78.014,8.188,0.889,1.0,6.43,/kaggle/working/cut_cutfix_full_tier1_20260729_01/tier1/0_50/media/3Dx_Ze4O6Cc_s0000069826_e0000078014.mp4,tier1,cuda,nvenc,cutfix_full_tier1_20260729_01
