clip_id,source_video,start_time,end_time,duration,face_ratio,speech_ratio,snr,file_path
0-fu0N-npmg_clip0018_t00237,0-fu0N-npmg,237.154,242.154,5.0,1.0,1.0,3.26,/kaggle/working/clips/tier1/0-fu0N-npmg_clip0018_t00237.mp4
0-fu0N-npmg_clip0019_t00241,0-fu0N-npmg,241.154,246.154,5.0,1.0,1.0,2.45,/kaggle/working/clips/tier1/0-fu0N-npmg_clip0019_t00241.mp4
0-fu0N-npmg_clip0020_t00245,0-fu0N-npmg,245.154,250.154,5.0,1.0,1.0,2.34,/kaggle/working/clips/tier1/0-fu0N-npmg_clip0020_t00245.mp4
0-fu0N-npmg_clip0021_t00250,0-fu0N-npmg,250.978,255.166,4.188,1.0,1.0,2.72,/kaggle/working/clips/tier1/0-fu0N-npmg_clip0021_t00250.mp4
0-fu0N-npmg_clip0022_t00256,0-fu0N-npmg,256.45,259.358,2.908,1.0,1.0,3.29,/kaggle/working/clips/tier1/0-fu0N-npmg_clip0022_t00256.mp4
0-fu0N-npmg_clip0023_t00260,0-fu0N-npmg,260.29,267.134,6.844,1.0,1.0,2.48,/kaggle/working/clips/tier1/0-fu0N-npmg_clip0023_t00260.mp4
0-fu0N-npmg_clip0024_t00297,0-fu0N-npmg,297.154,307.614,10.46,1.0,1.0,2.79,/kaggle/working/clips/tier1/0-fu0N-npmg_clip0024_t00297.mp4
0-fu0N-npmg_clip0025_t00307,0-fu0N-npmg,307.81,310.654,2.844,1.0,1.0,1.96,/kaggle/working/clips/tier1/0-fu0N-npmg_clip0025_t00307.mp4
0-fu0N-npmg_clip0026_t00312,0-fu0N-npmg,312.418,315.422,3.004,1.0,1.0,1.94,/kaggle/working/clips/tier1/0-fu0N-npmg_clip0026_t00312.mp4
0-fu0N-npmg_clip0027_t00315,0-fu0N-npmg,315.65,321.182,5.532,1.0,1.0,1.53,/kaggle/working/clips/tier1/0-fu0N-npmg_clip0027_t00315.mp4
0-fu0N-npmg_clip0028_t00336,0-fu0N-npmg,336.162,340.126,3.964,1.0,1.0,3.16,/kaggle/working/clips/tier1/0-fu0N-npmg_clip0028_t00336.mp4
0-fu0N-npmg_clip0029_t00340,0-fu0N-npmg,340.354,343.582,3.228,1.0,1.0,2.33,/kaggle/working/clips/tier1/0-fu0N-npmg_clip0029_t00340.mp4
0-fu0N-npmg_clip0030_t00343,0-fu0N-npmg,343.874,349.278,5.404,1.0,1.0,1.82,/kaggle/working/clips/tier1/0-fu0N-npmg_clip0030_t00343.mp4
0-fu0N-npmg_clip0031_t00349,0-fu0N-npmg,349.41,352.414,3.004,1.0,1.0,1.16,/kaggle/working/clips/tier1/0-fu0N-npmg_clip0031_t00349.mp4
0-fu0N-npmg_clip0032_t00355,0-fu0N-npmg,355.298,364.702,9.404,1.0,1.0,1.87,/kaggle/working/clips/tier1/0-fu0N-npmg_clip0032_t00355.mp4
0-fu0N-npmg_clip0033_t00367,0-fu0N-npmg,367.01,372.01,5.0,1.0,1.0,3.65,/kaggle/working/clips/tier1/0-fu0N-npmg_clip0033_t00367.mp4
0-fu0N-npmg_clip0034_t00383,0-fu0N-npmg,383.01,387.102,4.092,1.0,1.0,3.44,/kaggle/working/clips/tier1/0-fu0N-npmg_clip0034_t00383.mp4
0-fu0N-npmg_clip0035_t00411,0-fu0N-npmg,411.746,414.238,2.492,1.0,1.0,2.58,/kaggle/working/clips/tier1/0-fu0N-npmg_clip0035_t00411.mp4
0-fu0N-npmg_clip0036_t00423,0-fu0N-npmg,423.042,425.694,2.652,1.0,1.0,0.57,/kaggle/working/clips/tier1/0-fu0N-npmg_clip0036_t00423.mp4
0-fu0N-npmg_clip0037_t00427,0-fu0N-npmg,427.778,430.27,2.492,1.0,1.0,-0.19,/kaggle/working/clips/tier1/0-fu0N-npmg_clip0037_t00427.mp4
0-fu0N-npmg_clip0038_t00457,0-fu0N-npmg,457.09,462.974,5.884,1.0,1.0,3.17,/kaggle/working/clips/tier1/0-fu0N-npmg_clip0038_t00457.mp4
0-fu0N-npmg_clip0039_t00483,0-fu0N-npmg,483.682,485.854,2.172,1.0,1.0,2.75,/kaggle/working/clips/tier1/0-fu0N-npmg_clip0039_t00483.mp4
0-fu0N-npmg_clip0040_t00485,0-fu0N-npmg,485.986,488.126,2.14,1.0,1.0,3.23,/kaggle/working/clips/tier1/0-fu0N-npmg_clip0040_t00485.mp4
0-fu0N-npmg_clip0041_t00511,0-fu0N-npmg,511.65,519.806,8.156,1.0,1.0,1.89,/kaggle/working/clips/tier1/0-fu0N-npmg_clip0041_t00511.mp4
0-fu0N-npmg_clip0042_t00519,0-fu0N-npmg,519.906,522.814,2.908,1.0,1.0,1.84,/kaggle/working/clips/tier1/0-fu0N-npmg_clip0042_t00519.mp4
0-fu0N-npmg_clip0043_t00524,0-fu0N-npmg,524.386,531.518,7.132,1.0,1.0,2.04,/kaggle/working/clips/tier1/0-fu0N-npmg_clip0043_t00524.mp4
0-fu0N-npmg_clip0044_t00598,0-fu0N-npmg,598.69,601.47,2.78,1.0,1.0,2.48,/kaggle/working/clips/tier1/0-fu0N-npmg_clip0044_t00598.mp4
0-fu0N-npmg_clip0045_t00614,0-fu0N-npmg,614.242,616.83,2.588,1.0,1.0,3.34,/kaggle/working/clips/tier1/0-fu0N-npmg_clip0045_t00614.mp4
0-fu0N-npmg_clip0046_t00656,0-fu0N-npmg,656.002,661.002,5.0,1.0,1.0,4.45,/kaggle/working/clips/tier1/0-fu0N-npmg_clip0046_t00656.mp4
0-fu0N-npmg_clip0047_t00668,0-fu0N-npmg,668.002,673.002,5.0,1.0,1.0,3.67,/kaggle/working/clips/tier1/0-fu0N-npmg_clip0047_t00668.mp4
0-fu0N-npmg_clip0048_t00672,0-fu0N-npmg,672.002,677.002,5.0,0.8,1.0,3.09,/kaggle/working/clips/tier1/0-fu0N-npmg_clip0048_t00672.mp4
0-fu0N-npmg_clip0049_t00676,0-fu0N-npmg,676.002,680.254,4.252,1.0,1.0,2.89,/kaggle/working/clips/tier1/0-fu0N-npmg_clip0049_t00676.mp4
0-fu0N-npmg_clip0050_t00694,0-fu0N-npmg,694.082,699.038,4.956,1.0,1.0,3.24,/kaggle/working/clips/tier1/0-fu0N-npmg_clip0050_t00694.mp4
0-fu0N-npmg_clip0051_t00722,0-fu0N-npmg,722.338,732.766,10.428,1.0,1.0,1.74,/kaggle/working/clips/tier1/0-fu0N-npmg_clip0051_t00722.mp4
0-fu0N-npmg_clip0052_t00738,0-fu0N-npmg,738.274,743.274,5.0,1.0,1.0,3.04,/kaggle/working/clips/tier1/0-fu0N-npmg_clip0052_t00738.mp4
0-fu0N-npmg_clip0053_t00765,0-fu0N-npmg,765.186,769.726,4.54,1.0,1.0,3.5,/kaggle/working/clips/tier1/0-fu0N-npmg_clip0053_t00765.mp4
0-fu0N-npmg_clip0054_t00771,0-fu0N-npmg,771.874,776.19,4.316,1.0,1.0,3.8,/kaggle/working/clips/tier1/0-fu0N-npmg_clip0054_t00771.mp4
0-fu0N-npmg_clip0055_t00780,0-fu0N-npmg,780.098,783.902,3.804,1.0,1.0,2.51,/kaggle/working/clips/tier1/0-fu0N-npmg_clip0055_t00780.mp4
0-fu0N-npmg_clip0056_t00786,0-fu0N-npmg,786.722,789.79,3.068,1.0,1.0,2.74,/kaggle/working/clips/tier1/0-fu0N-npmg_clip0056_t00786.mp4
0-fu0N-npmg_clip0057_t00790,0-fu0N-npmg,790.53,794.238,3.708,1.0,1.0,3.03,/kaggle/working/clips/tier1/0-fu0N-npmg_clip0057_t00790.mp4
0-fu0N-npmg_clip0058_t00798,0-fu0N-npmg,798.818,801.118,2.3,1.0,1.0,3.13,/kaggle/working/clips/tier1/0-fu0N-npmg_clip0058_t00798.mp4
0-fu0N-npmg_clip0059_t00801,0-fu0N-npmg,801.218,806.654,5.436,1.0,1.0,3.7,/kaggle/working/clips/tier1/0-fu0N-npmg_clip0059_t00801.mp4
0-fu0N-npmg_clip0060_t00806,0-fu0N-npmg,806.786,811.646,4.86,1.0,1.0,2.65,/kaggle/working/clips/tier1/0-fu0N-npmg_clip0060_t00806.mp4
0-fu0N-npmg_clip0061_t00820,0-fu0N-npmg,820.77,824.254,3.484,1.0,1.0,2.8,/kaggle/working/clips/tier1/0-fu0N-npmg_clip0061_t00820.mp4
0-fu0N-npmg_clip0062_t00824,0-fu0N-npmg,824.738,829.95,5.212,1.0,1.0,2.89,/kaggle/working/clips/tier1/0-fu0N-npmg_clip0062_t00824.mp4
0-fu0N-npmg_clip0063_t00835,0-fu0N-npmg,835.362,840.362,5.0,1.0,1.0,3.2,/kaggle/working/clips/tier1/0-fu0N-npmg_clip0063_t00835.mp4
0-fu0N-npmg_clip0064_t00854,0-fu0N-npmg,854.946,859.946,5.0,1.0,1.0,3.04,/kaggle/working/clips/tier1/0-fu0N-npmg_clip0064_t00854.mp4
0-fu0N-npmg_clip0065_t00862,0-fu0N-npmg,862.946,866.11,3.164,1.0,1.0,2.32,/kaggle/working/clips/tier1/0-fu0N-npmg_clip0065_t00862.mp4
0-fu0N-npmg_clip0066_t00888,0-fu0N-npmg,888.642,893.642,5.0,0.8,1.0,3.48,/kaggle/working/clips/tier1/0-fu0N-npmg_clip0066_t00888.mp4
0-fu0N-npmg_clip0067_t00904,0-fu0N-npmg,904.61,912.19,7.58,1.0,1.0,1.53,/kaggle/working/clips/tier1/0-fu0N-npmg_clip0067_t00904.mp4
2A2WBpeuVNw_clip0000_t00016,2A2WBpeuVNw,16.578,22.206,5.628,1.0,1.0,6.52,/kaggle/working/clips/tier1/2A2WBpeuVNw_clip0000_t00016.mp4
2A2WBpeuVNw_clip0001_t00026,2A2WBpeuVNw,26.594,29.662,3.068,1.0,1.0,7.09,/kaggle/working/clips/tier1/2A2WBpeuVNw_clip0001_t00026.mp4
2A2WBpeuVNw_clip0002_t00043,2A2WBpeuVNw,43.01,45.758,2.748,1.0,1.0,6.98,/kaggle/working/clips/tier1/2A2WBpeuVNw_clip0002_t00043.mp4
2A2WBpeuVNw_clip0003_t00092,2A2WBpeuVNw,92.706,95.262,2.556,1.0,1.0,4.82,/kaggle/working/clips/tier1/2A2WBpeuVNw_clip0003_t00092.mp4
2A2WBpeuVNw_clip0004_t00099,2A2WBpeuVNw,99.138,103.134,3.996,1.0,1.0,6.82,/kaggle/working/clips/tier1/2A2WBpeuVNw_clip0004_t00099.mp4
2A2WBpeuVNw_clip0005_t00117,2A2WBpeuVNw,117.89,122.89,5.0,1.0,1.0,7.88,/kaggle/working/clips/tier1/2A2WBpeuVNw_clip0005_t00117.mp4
2A2WBpeuVNw_clip0006_t00157,2A2WBpeuVNw,157.282,162.282,5.0,1.0,1.0,8.01,/kaggle/working/clips/tier1/2A2WBpeuVNw_clip0006_t00157.mp4
2A2WBpeuVNw_clip0007_t00170,2A2WBpeuVNw,170.338,172.67,2.332,1.0,1.0,6.51,/kaggle/working/clips/tier1/2A2WBpeuVNw_clip0007_t00170.mp4
2A2WBpeuVNw_clip0008_t00176,2A2WBpeuVNw,176.706,179.742,3.036,1.0,1.0,6.01,/kaggle/working/clips/tier1/2A2WBpeuVNw_clip0008_t00176.mp4
2A2WBpeuVNw_clip0009_t00198,2A2WBpeuVNw,198.338,203.338,5.0,1.0,1.0,7.02,/kaggle/working/clips/tier1/2A2WBpeuVNw_clip0009_t00198.mp4
2A2WBpeuVNw_clip0010_t00213,2A2WBpeuVNw,213.122,215.294,2.172,1.0,1.0,5.56,/kaggle/working/clips/tier1/2A2WBpeuVNw_clip0010_t00213.mp4
2A2WBpeuVNw_clip0011_t00242,2A2WBpeuVNw,242.722,244.862,2.14,1.0,1.0,6.65,/kaggle/working/clips/tier1/2A2WBpeuVNw_clip0011_t00242.mp4
2A2WBpeuVNw_clip0012_t00263,2A2WBpeuVNw,263.746,265.95,2.204,1.0,1.0,5.18,/kaggle/working/clips/tier1/2A2WBpeuVNw_clip0012_t00263.mp4
2A2WBpeuVNw_clip0013_t00270,2A2WBpeuVNw,270.722,273.918,3.196,1.0,1.0,7.09,/kaggle/working/clips/tier1/2A2WBpeuVNw_clip0013_t00270.mp4
2A2WBpeuVNw_clip0014_t00274,2A2WBpeuVNw,274.146,278.462,4.316,1.0,1.0,6.08,/kaggle/working/clips/tier1/2A2WBpeuVNw_clip0014_t00274.mp4
2A2WBpeuVNw_clip0015_t00284,2A2WBpeuVNw,284.066,287.55,3.484,1.0,1.0,6.55,/kaggle/working/clips/tier1/2A2WBpeuVNw_clip0015_t00284.mp4
2A2WBpeuVNw_clip0016_t00294,2A2WBpeuVNw,294.562,298.91,4.348,1.0,1.0,6.58,/kaggle/working/clips/tier1/2A2WBpeuVNw_clip0016_t00294.mp4
2A2WBpeuVNw_clip0017_t00299,2A2WBpeuVNw,299.074,304.958,5.884,1.0,1.0,8.48,/kaggle/working/clips/tier1/2A2WBpeuVNw_clip0017_t00299.mp4
2A2WBpeuVNw_clip0018_t00316,2A2WBpeuVNw,316.002,318.494,2.492,1.0,1.0,9.55,/kaggle/working/clips/tier1/2A2WBpeuVNw_clip0018_t00316.mp4
2A2WBpeuVNw_clip0019_t00332,2A2WBpeuVNw,332.866,334.91,2.044,1.0,1.0,9.21,/kaggle/working/clips/tier1/2A2WBpeuVNw_clip0019_t00332.mp4
2A2WBpeuVNw_clip0020_t00335,2A2WBpeuVNw,335.17,340.67,5.5,1.0,1.0,8.79,/kaggle/working/clips/tier1/2A2WBpeuVNw_clip0020_t00335.mp4
2A2WBpeuVNw_clip0021_t00343,2A2WBpeuVNw,343.65,346.014,2.364,1.0,1.0,9.49,/kaggle/working/clips/tier1/2A2WBpeuVNw_clip0021_t00343.mp4
2A2WBpeuVNw_clip0022_t00353,2A2WBpeuVNw,353.89,356.606,2.716,1.0,1.0,7.85,/kaggle/working/clips/tier1/2A2WBpeuVNw_clip0022_t00353.mp4
2A2WBpeuVNw_clip0023_t00370,2A2WBpeuVNw,370.562,375.562,5.0,0.8,1.0,6.61,/kaggle/working/clips/tier1/2A2WBpeuVNw_clip0023_t00370.mp4
2A2WBpeuVNw_clip0024_t00386,2A2WBpeuVNw,386.562,391.562,5.0,1.0,1.0,5.93,/kaggle/working/clips/tier1/2A2WBpeuVNw_clip0024_t00386.mp4
2A2WBpeuVNw_clip0025_t00398,2A2WBpeuVNw,398.562,401.278,2.716,1.0,1.0,5.56,/kaggle/working/clips/tier1/2A2WBpeuVNw_clip0025_t00398.mp4
2A2WBpeuVNw_clip0026_t00401,2A2WBpeuVNw,401.794,406.686,4.892,1.0,1.0,6.96,/kaggle/working/clips/tier1/2A2WBpeuVNw_clip0026_t00401.mp4
2A2WBpeuVNw_clip0027_t00425,2A2WBpeuVNw,425.538,427.806,2.268,1.0,1.0,4.9,/kaggle/working/clips/tier1/2A2WBpeuVNw_clip0027_t00425.mp4
2A2WBpeuVNw_clip0028_t00445,2A2WBpeuVNw,445.666,449.278,3.612,1.0,1.0,4.91,/kaggle/working/clips/tier1/2A2WBpeuVNw_clip0028_t00445.mp4
2A2WBpeuVNw_clip0029_t00459,2A2WBpeuVNw,459.554,462.238,2.684,1.0,1.0,5.33,/kaggle/working/clips/tier1/2A2WBpeuVNw_clip0029_t00459.mp4
2A2WBpeuVNw_clip0030_t00465,2A2WBpeuVNw,465.378,470.302,4.924,1.0,1.0,6.48,/kaggle/working/clips/tier1/2A2WBpeuVNw_clip0030_t00465.mp4
2A2WBpeuVNw_clip0031_t00470,2A2WBpeuVNw,470.722,473.694,2.972,1.0,1.0,6.93,/kaggle/working/clips/tier1/2A2WBpeuVNw_clip0031_t00470.mp4
2A2WBpeuVNw_clip0032_t00475,2A2WBpeuVNw,475.202,479.774,4.572,1.0,1.0,7.43,/kaggle/working/clips/tier1/2A2WBpeuVNw_clip0032_t00475.mp4
2A2WBpeuVNw_clip0033_t00480,2A2WBpeuVNw,480.322,484.254,3.932,1.0,1.0,6.6,/kaggle/working/clips/tier1/2A2WBpeuVNw_clip0033_t00480.mp4
2A2WBpeuVNw_clip0034_t00484,2A2WBpeuVNw,484.578,486.718,2.14,1.0,1.0,7.56,/kaggle/working/clips/tier1/2A2WBpeuVNw_clip0034_t00484.mp4
2A2WBpeuVNw_clip0035_t00494,2A2WBpeuVNw,494.21,497.054,2.844,1.0,1.0,6.8,/kaggle/working/clips/tier1/2A2WBpeuVNw_clip0035_t00494.mp4
2A2WBpeuVNw_clip0036_t00497,2A2WBpeuVNw,497.314,499.422,2.108,1.0,1.0,7.65,/kaggle/working/clips/tier1/2A2WBpeuVNw_clip0036_t00497.mp4
2A2WBpeuVNw_clip0037_t00502,2A2WBpeuVNw,502.466,505.342,2.876,1.0,1.0,6.58,/kaggle/working/clips/tier1/2A2WBpeuVNw_clip0037_t00502.mp4
2A2WBpeuVNw_clip0038_t00507,2A2WBpeuVNw,507.17,509.758,2.588,1.0,1.0,7.26,/kaggle/working/clips/tier1/2A2WBpeuVNw_clip0038_t00507.mp4
2A2WBpeuVNw_clip0039_t00512,2A2WBpeuVNw,512.962,515.774,2.812,1.0,1.0,6.61,/kaggle/working/clips/tier1/2A2WBpeuVNw_clip0039_t00512.mp4
2A2WBpeuVNw_clip0040_t00515,2A2WBpeuVNw,515.874,519.39,3.516,1.0,1.0,6.2,/kaggle/working/clips/tier1/2A2WBpeuVNw_clip0040_t00515.mp4
2A2WBpeuVNw_clip0041_t00522,2A2WBpeuVNw,522.114,527.262,5.148,1.0,1.0,6.84,/kaggle/working/clips/tier1/2A2WBpeuVNw_clip0041_t00522.mp4
2A2WBpeuVNw_clip0042_t00528,2A2WBpeuVNw,528.802,532.222,3.42,1.0,1.0,4.53,/kaggle/working/clips/tier1/2A2WBpeuVNw_clip0042_t00528.mp4
2A2WBpeuVNw_clip0043_t00532,2A2WBpeuVNw,532.546,534.75,2.204,1.0,1.0,5.86,/kaggle/working/clips/tier1/2A2WBpeuVNw_clip0043_t00532.mp4
2A2WBpeuVNw_clip0044_t00536,2A2WBpeuVNw,536.162,540.382,4.22,1.0,1.0,4.84,/kaggle/working/clips/tier1/2A2WBpeuVNw_clip0044_t00536.mp4
2A2WBpeuVNw_clip0045_t00553,2A2WBpeuVNw,553.794,556.99,3.196,1.0,1.0,6.0,/kaggle/working/clips/tier1/2A2WBpeuVNw_clip0045_t00553.mp4
2A2WBpeuVNw_clip0046_t00557,2A2WBpeuVNw,557.282,559.87,2.588,1.0,1.0,5.24,/kaggle/working/clips/tier1/2A2WBpeuVNw_clip0046_t00557.mp4
2A2WBpeuVNw_clip0047_t00560,2A2WBpeuVNw,560.13,563.198,3.068,1.0,1.0,5.38,/kaggle/working/clips/tier1/2A2WBpeuVNw_clip0047_t00560.mp4
2A2WBpeuVNw_clip0048_t00623,2A2WBpeuVNw,623.266,625.79,2.524,1.0,1.0,8.76,/kaggle/working/clips/tier1/2A2WBpeuVNw_clip0048_t00623.mp4
2oUAlTCCi8g_clip0000_t00228,2oUAlTCCi8g,228.994,231.102,2.108,1.0,1.0,24.57,/kaggle/working/clips/tier1/2oUAlTCCi8g_clip0000_t00228.mp4
2oUAlTCCi8g_clip0001_t00238,2oUAlTCCi8g,238.626,240.83,2.204,1.0,1.0,22.22,/kaggle/working/clips/tier1/2oUAlTCCi8g_clip0001_t00238.mp4
2oUAlTCCi8g_clip0002_t00244,2oUAlTCCi8g,244.642,246.974,2.332,1.0,1.0,22.27,/kaggle/working/clips/tier1/2oUAlTCCi8g_clip0002_t00244.mp4
3tEN20uif6g_clip0000_t00075,3tEN20uif6g,75.522,78.75,3.228,1.0,1.0,4.03,/kaggle/working/clips/tier1/3tEN20uif6g_clip0000_t00075.mp4
3tEN20uif6g_clip0001_t00080,3tEN20uif6g,80.802,83.55,2.748,1.0,1.0,4.66,/kaggle/working/clips/tier1/3tEN20uif6g_clip0001_t00080.mp4
3tEN20uif6g_clip0002_t00083,3tEN20uif6g,83.714,88.67,4.956,1.0,1.0,5.04,/kaggle/working/clips/tier1/3tEN20uif6g_clip0002_t00083.mp4
3tEN20uif6g_clip0003_t00088,3tEN20uif6g,88.866,90.878,2.012,1.0,1.0,2.89,/kaggle/working/clips/tier1/3tEN20uif6g_clip0003_t00088.mp4
3tEN20uif6g_clip0004_t00092,3tEN20uif6g,92.738,95.838,3.1,1.0,1.0,2.58,/kaggle/working/clips/tier1/3tEN20uif6g_clip0004_t00092.mp4
3tEN20uif6g_clip0005_t00096,3tEN20uif6g,96.386,98.43,2.044,1.0,1.0,2.22,/kaggle/working/clips/tier1/3tEN20uif6g_clip0005_t00096.mp4
3tEN20uif6g_clip0006_t00130,3tEN20uif6g,130.306,132.574,2.268,1.0,1.0,0.38,/kaggle/working/clips/tier1/3tEN20uif6g_clip0006_t00130.mp4
3tEN20uif6g_clip0007_t00132,3tEN20uif6g,132.866,135.71,2.844,1.0,1.0,0.4,/kaggle/working/clips/tier1/3tEN20uif6g_clip0007_t00132.mp4
3tEN20uif6g_clip0008_t00135,3tEN20uif6g,135.842,139.262,3.42,1.0,1.0,-1.97,/kaggle/working/clips/tier1/3tEN20uif6g_clip0008_t00135.mp4
3tEN20uif6g_clip0009_t00139,3tEN20uif6g,139.394,143.07,3.676,1.0,1.0,-1.36,/kaggle/working/clips/tier1/3tEN20uif6g_clip0009_t00139.mp4
3tEN20uif6g_clip0010_t00143,3tEN20uif6g,143.362,148.254,4.892,1.0,1.0,-0.56,/kaggle/working/clips/tier1/3tEN20uif6g_clip0010_t00143.mp4
3tEN20uif6g_clip0011_t00151,3tEN20uif6g,151.746,154.27,2.524,1.0,1.0,-2.32,/kaggle/working/clips/tier1/3tEN20uif6g_clip0011_t00151.mp4
3tEN20uif6g_clip0012_t00155,3tEN20uif6g,155.842,162.366,6.524,1.0,1.0,0.64,/kaggle/working/clips/tier1/3tEN20uif6g_clip0012_t00155.mp4
3tEN20uif6g_clip0013_t00162,3tEN20uif6g,162.562,165.694,3.132,1.0,1.0,2.17,/kaggle/working/clips/tier1/3tEN20uif6g_clip0013_t00162.mp4
3tEN20uif6g_clip0014_t00176,3tEN20uif6g,176.578,178.75,2.172,1.0,1.0,3.87,/kaggle/working/clips/tier1/3tEN20uif6g_clip0014_t00176.mp4
3tEN20uif6g_clip0015_t00197,3tEN20uif6g,197.09,199.71,2.62,1.0,1.0,1.87,/kaggle/working/clips/tier1/3tEN20uif6g_clip0015_t00197.mp4
3tEN20uif6g_clip0016_t00210,3tEN20uif6g,210.338,213.598,3.26,1.0,1.0,1.55,/kaggle/working/clips/tier1/3tEN20uif6g_clip0016_t00210.mp4
3tEN20uif6g_clip0017_t00235,3tEN20uif6g,235.138,238.174,3.036,1.0,1.0,2.1,/kaggle/working/clips/tier1/3tEN20uif6g_clip0017_t00235.mp4
3tEN20uif6g_clip0018_t00246,3tEN20uif6g,246.274,250.526,4.252,1.0,1.0,1.8,/kaggle/working/clips/tier1/3tEN20uif6g_clip0018_t00246.mp4
3tEN20uif6g_clip0019_t00258,3tEN20uif6g,258.37,264.158,5.788,1.0,1.0,3.71,/kaggle/working/clips/tier1/3tEN20uif6g_clip0019_t00258.mp4
3tEN20uif6g_clip0020_t00264,3tEN20uif6g,264.322,269.79,5.468,1.0,1.0,2.94,/kaggle/working/clips/tier1/3tEN20uif6g_clip0020_t00264.mp4
3tEN20uif6g_clip0021_t00277,3tEN20uif6g,277.762,281.15,3.388,1.0,1.0,6.1,/kaggle/working/clips/tier1/3tEN20uif6g_clip0021_t00277.mp4
3tEN20uif6g_clip0022_t00324,3tEN20uif6g,324.45,329.854,5.404,1.0,1.0,4.49,/kaggle/working/clips/tier1/3tEN20uif6g_clip0022_t00324.mp4
3tEN20uif6g_clip0023_t00330,3tEN20uif6g,330.05,333.982,3.932,1.0,1.0,5.18,/kaggle/working/clips/tier1/3tEN20uif6g_clip0023_t00330.mp4
3tEN20uif6g_clip0024_t00334,3tEN20uif6g,334.338,341.278,6.94,1.0,1.0,4.33,/kaggle/working/clips/tier1/3tEN20uif6g_clip0024_t00334.mp4
3tEN20uif6g_clip0025_t00341,3tEN20uif6g,341.378,343.614,2.236,1.0,1.0,2.48,/kaggle/working/clips/tier1/3tEN20uif6g_clip0025_t00341.mp4
3tEN20uif6g_clip0026_t00348,3tEN20uif6g,348.482,351.102,2.62,1.0,1.0,3.92,/kaggle/working/clips/tier1/3tEN20uif6g_clip0026_t00348.mp4
3tEN20uif6g_clip0027_t00355,3tEN20uif6g,355.234,357.726,2.492,1.0,1.0,4.66,/kaggle/working/clips/tier1/3tEN20uif6g_clip0027_t00355.mp4
3tEN20uif6g_clip0028_t00357,3tEN20uif6g,357.922,359.934,2.012,1.0,1.0,4.94,/kaggle/working/clips/tier1/3tEN20uif6g_clip0028_t00357.mp4
3tEN20uif6g_clip0029_t00360,3tEN20uif6g,360.322,362.814,2.492,1.0,1.0,4.96,/kaggle/working/clips/tier1/3tEN20uif6g_clip0029_t00360.mp4
3tEN20uif6g_clip0030_t00363,3tEN20uif6g,363.01,369.374,6.364,1.0,1.0,4.7,/kaggle/working/clips/tier1/3tEN20uif6g_clip0030_t00363.mp4
3tEN20uif6g_clip0031_t00385,3tEN20uif6g,385.538,396.606,11.068,1.0,1.0,4.17,/kaggle/working/clips/tier1/3tEN20uif6g_clip0031_t00385.mp4
3tEN20uif6g_clip0032_t00398,3tEN20uif6g,398.882,402.718,3.836,1.0,1.0,2.91,/kaggle/working/clips/tier1/3tEN20uif6g_clip0032_t00398.mp4
3tEN20uif6g_clip0033_t00440,3tEN20uif6g,440.706,444.158,3.452,1.0,1.0,2.33,/kaggle/working/clips/tier1/3tEN20uif6g_clip0033_t00440.mp4
3tEN20uif6g_clip0034_t00454,3tEN20uif6g,454.018,459.166,5.148,1.0,1.0,2.85,/kaggle/working/clips/tier1/3tEN20uif6g_clip0034_t00454.mp4
3tEN20uif6g_clip0035_t00482,3tEN20uif6g,482.146,486.334,4.188,1.0,1.0,3.65,/kaggle/working/clips/tier1/3tEN20uif6g_clip0035_t00482.mp4
3tEN20uif6g_clip0036_t00486,3tEN20uif6g,486.562,490.686,4.124,1.0,1.0,3.72,/kaggle/working/clips/tier1/3tEN20uif6g_clip0036_t00486.mp4
3tEN20uif6g_clip0037_t00490,3tEN20uif6g,490.882,494.014,3.132,1.0,1.0,4.29,/kaggle/working/clips/tier1/3tEN20uif6g_clip0037_t00490.mp4
3tEN20uif6g_clip0038_t00494,3tEN20uif6g,494.178,496.638,2.46,1.0,1.0,4.34,/kaggle/working/clips/tier1/3tEN20uif6g_clip0038_t00494.mp4
3tEN20uif6g_clip0039_t00498,3tEN20uif6g,498.786,501.566,2.78,1.0,1.0,0.92,/kaggle/working/clips/tier1/3tEN20uif6g_clip0039_t00498.mp4
3tEN20uif6g_clip0040_t00504,3tEN20uif6g,504.578,508.158,3.58,1.0,1.0,7.12,/kaggle/working/clips/tier1/3tEN20uif6g_clip0040_t00504.mp4
3tEN20uif6g_clip0041_t00512,3tEN20uif6g,512.258,515.422,3.164,1.0,1.0,7.67,/kaggle/working/clips/tier1/3tEN20uif6g_clip0041_t00512.mp4
3tEN20uif6g_clip0042_t00558,3tEN20uif6g,558.754,564.382,5.628,1.0,1.0,3.82,/kaggle/working/clips/tier1/3tEN20uif6g_clip0042_t00558.mp4
3tEN20uif6g_clip0043_t00564,3tEN20uif6g,564.706,569.438,4.732,1.0,1.0,5.7,/kaggle/working/clips/tier1/3tEN20uif6g_clip0043_t00564.mp4
3tEN20uif6g_clip0044_t00595,3tEN20uif6g,595.17,597.502,2.332,1.0,1.0,4.48,/kaggle/working/clips/tier1/3tEN20uif6g_clip0044_t00595.mp4
3tEN20uif6g_clip0045_t00618,3tEN20uif6g,618.722,620.83,2.108,1.0,1.0,5.2,/kaggle/working/clips/tier1/3tEN20uif6g_clip0045_t00618.mp4
