clip_id,source_video,start_time,end_time,duration,face_ratio,speech_ratio,snr,file_path
3tEN20uif6g_clip0046_t00643,3tEN20uif6g,643.682,646.334,2.652,1.0,1.0,6.97,/kaggle/working/clips/tier1/3tEN20uif6g_clip0046_t00643.mp4
3tEN20uif6g_clip0047_t00650,3tEN20uif6g,650.338,653.662,3.324,1.0,1.0,5.81,/kaggle/working/clips/tier1/3tEN20uif6g_clip0047_t00650.mp4
3tEN20uif6g_clip0048_t00678,3tEN20uif6g,678.818,684.35,5.532,1.0,1.0,6.24,/kaggle/working/clips/tier1/3tEN20uif6g_clip0048_t00678.mp4
3tEN20uif6g_clip0049_t00684,3tEN20uif6g,684.994,688.862,3.868,0.75,1.0,5.4,/kaggle/working/clips/tier1/3tEN20uif6g_clip0049_t00684.mp4
3tEN20uif6g_clip0050_t00693,3tEN20uif6g,693.09,696.286,3.196,1.0,1.0,4.61,/kaggle/working/clips/tier1/3tEN20uif6g_clip0050_t00693.mp4
3tEN20uif6g_clip0051_t00696,3tEN20uif6g,696.61,700.318,3.708,0.75,1.0,3.97,/kaggle/working/clips/tier1/3tEN20uif6g_clip0051_t00696.mp4
3tEN20uif6g_clip0052_t00763,3tEN20uif6g,763.746,767.486,3.74,1.0,1.0,4.58,/kaggle/working/clips/tier1/3tEN20uif6g_clip0052_t00763.mp4
3tEN20uif6g_clip0053_t00767,3tEN20uif6g,767.714,769.726,2.012,1.0,1.0,3.44,/kaggle/working/clips/tier1/3tEN20uif6g_clip0053_t00767.mp4
3tEN20uif6g_clip0054_t00769,3tEN20uif6g,769.858,772.67,2.812,1.0,1.0,4.48,/kaggle/working/clips/tier1/3tEN20uif6g_clip0054_t00769.mp4
3tEN20uif6g_clip0055_t00772,3tEN20uif6g,772.994,776.222,3.228,1.0,1.0,4.84,/kaggle/working/clips/tier1/3tEN20uif6g_clip0055_t00772.mp4
3tEN20uif6g_clip0056_t00776,3tEN20uif6g,776.322,779.646,3.324,1.0,1.0,4.11,/kaggle/working/clips/tier1/3tEN20uif6g_clip0056_t00776.mp4
3tEN20uif6g_clip0057_t00781,3tEN20uif6g,781.73,785.054,3.324,1.0,1.0,4.29,/kaggle/working/clips/tier1/3tEN20uif6g_clip0057_t00781.mp4
3tEN20uif6g_clip0058_t00787,3tEN20uif6g,787.266,789.278,2.012,1.0,1.0,3.44,/kaggle/working/clips/tier1/3tEN20uif6g_clip0058_t00787.mp4
3tEN20uif6g_clip0059_t00954,3tEN20uif6g,954.178,957.054,2.876,1.0,1.0,-1.12,/kaggle/working/clips/tier1/3tEN20uif6g_clip0059_t00954.mp4
3tEN20uif6g_clip0060_t00957,3tEN20uif6g,957.506,959.838,2.332,1.0,1.0,-0.51,/kaggle/working/clips/tier1/3tEN20uif6g_clip0060_t00957.mp4
3tEN20uif6g_clip0061_t00998,3tEN20uif6g,998.818,1002.558,3.74,1.0,1.0,1.53,/kaggle/working/clips/tier1/3tEN20uif6g_clip0061_t00998.mp4
3tEN20uif6g_clip0062_t01003,3tEN20uif6g,1003.202,1005.662,2.46,1.0,1.0,-0.3,/kaggle/working/clips/tier1/3tEN20uif6g_clip0062_t01003.mp4
3tEN20uif6g_clip0063_t01005,3tEN20uif6g,1005.794,1008.094,2.3,1.0,1.0,-0.9,/kaggle/working/clips/tier1/3tEN20uif6g_clip0063_t01005.mp4
3tEN20uif6g_clip0064_t01010,3tEN20uif6g,1010.242,1012.606,2.364,1.0,1.0,0.49,/kaggle/working/clips/tier1/3tEN20uif6g_clip0064_t01010.mp4
3tEN20uif6g_clip0065_t01014,3tEN20uif6g,1014.338,1023.742,9.404,1.0,1.0,0.07,/kaggle/working/clips/tier1/3tEN20uif6g_clip0065_t01014.mp4
3tEN20uif6g_clip0066_t01025,3tEN20uif6g,1025.986,1033.246,7.26,1.0,1.0,1.61,/kaggle/working/clips/tier1/3tEN20uif6g_clip0066_t01025.mp4
3tEN20uif6g_clip0067_t01034,3tEN20uif6g,1034.562,1038.494,3.932,1.0,1.0,0.71,/kaggle/working/clips/tier1/3tEN20uif6g_clip0067_t01034.mp4
3tEN20uif6g_clip0068_t01042,3tEN20uif6g,1042.082,1044.126,2.044,1.0,1.0,-1.71,/kaggle/working/clips/tier1/3tEN20uif6g_clip0068_t01042.mp4
3tEN20uif6g_clip0069_t01044,3tEN20uif6g,1044.322,1047.422,3.1,1.0,1.0,1.06,/kaggle/working/clips/tier1/3tEN20uif6g_clip0069_t01044.mp4
3tEN20uif6g_clip0070_t01047,3tEN20uif6g,1047.618,1049.758,2.14,1.0,1.0,0.01,/kaggle/working/clips/tier1/3tEN20uif6g_clip0070_t01047.mp4
3tEN20uif6g_clip0071_t01054,3tEN20uif6g,1054.242,1056.478,2.236,1.0,1.0,-1.26,/kaggle/working/clips/tier1/3tEN20uif6g_clip0071_t01054.mp4
3tEN20uif6g_clip0072_t01056,3tEN20uif6g,1056.898,1061.086,4.188,1.0,1.0,-1.39,/kaggle/working/clips/tier1/3tEN20uif6g_clip0072_t01056.mp4
3tEN20uif6g_clip0073_t01061,3tEN20uif6g,1061.314,1063.742,2.428,1.0,1.0,-3.83,/kaggle/working/clips/tier1/3tEN20uif6g_clip0073_t01061.mp4
3tEN20uif6g_clip0074_t01063,3tEN20uif6g,1063.874,1066.174,2.3,1.0,1.0,0.36,/kaggle/working/clips/tier1/3tEN20uif6g_clip0074_t01063.mp4
3tEN20uif6g_clip0075_t01066,3tEN20uif6g,1066.37,1068.99,2.62,1.0,1.0,-1.9,/kaggle/working/clips/tier1/3tEN20uif6g_clip0075_t01066.mp4
3tEN20uif6g_clip0076_t01070,3tEN20uif6g,1070.338,1072.798,2.46,1.0,1.0,-0.44,/kaggle/working/clips/tier1/3tEN20uif6g_clip0076_t01070.mp4
3tEN20uif6g_clip0077_t01073,3tEN20uif6g,1073.186,1077.822,4.636,1.0,1.0,-1.49,/kaggle/working/clips/tier1/3tEN20uif6g_clip0077_t01073.mp4
3tEN20uif6g_clip0078_t01078,3tEN20uif6g,1078.018,1080.446,2.428,1.0,1.0,-2.51,/kaggle/working/clips/tier1/3tEN20uif6g_clip0078_t01078.mp4
3tEN20uif6g_clip0079_t01080,3tEN20uif6g,1080.706,1088.574,7.868,1.0,1.0,-0.9,/kaggle/working/clips/tier1/3tEN20uif6g_clip0079_t01080.mp4
3tEN20uif6g_clip0080_t01088,3tEN20uif6g,1088.834,1094.046,5.212,1.0,1.0,1.47,/kaggle/working/clips/tier1/3tEN20uif6g_clip0080_t01088.mp4
3tEN20uif6g_clip0081_t01094,3tEN20uif6g,1094.434,1099.23,4.796,1.0,1.0,2.46,/kaggle/working/clips/tier1/3tEN20uif6g_clip0081_t01094.mp4
3tEN20uif6g_clip0082_t01101,3tEN20uif6g,1101.378,1105.79,4.412,1.0,1.0,2.38,/kaggle/working/clips/tier1/3tEN20uif6g_clip0082_t01101.mp4
3tEN20uif6g_clip0083_t01106,3tEN20uif6g,1106.018,1109.918,3.9,1.0,1.0,1.81,/kaggle/working/clips/tier1/3tEN20uif6g_clip0083_t01106.mp4
3tEN20uif6g_clip0084_t01110,3tEN20uif6g,1110.37,1115.006,4.636,1.0,1.0,2.71,/kaggle/working/clips/tier1/3tEN20uif6g_clip0084_t01110.mp4
3tEN20uif6g_clip0085_t01115,3tEN20uif6g,1115.202,1117.566,2.364,1.0,1.0,0.54,/kaggle/working/clips/tier1/3tEN20uif6g_clip0085_t01115.mp4
3tEN20uif6g_clip0086_t01117,3tEN20uif6g,1117.858,1124.254,6.396,1.0,1.0,2.65,/kaggle/working/clips/tier1/3tEN20uif6g_clip0086_t01117.mp4
3tEN20uif6g_clip0087_t01145,3tEN20uif6g,1145.954,1151.326,5.372,1.0,1.0,4.08,/kaggle/working/clips/tier1/3tEN20uif6g_clip0087_t01145.mp4
3tEN20uif6g_clip0088_t01151,3tEN20uif6g,1151.682,1154.398,2.716,1.0,1.0,3.54,/kaggle/working/clips/tier1/3tEN20uif6g_clip0088_t01151.mp4
2cg60JADoVY_clip0000_t00013,2cg60JADoVY,13.346,15.358,2.012,1.0,1.0,13.76,/kaggle/working/clips/tier1/2cg60JADoVY_clip0000_t00013.mp4
2cg60JADoVY_clip0001_t00015,2cg60JADoVY,15.906,19.006,3.1,1.0,1.0,6.01,/kaggle/working/clips/tier1/2cg60JADoVY_clip0001_t00015.mp4
2cg60JADoVY_clip0002_t00019,2cg60JADoVY,19.426,24.062,4.636,1.0,1.0,1.69,/kaggle/working/clips/tier1/2cg60JADoVY_clip0002_t00019.mp4
2cg60JADoVY_clip0003_t00024,2cg60JADoVY,24.418,27.742,3.324,1.0,1.0,6.16,/kaggle/working/clips/tier1/2cg60JADoVY_clip0003_t00024.mp4
2cg60JADoVY_clip0004_t00028,2cg60JADoVY,28.034,36.286,8.252,1.0,1.0,6.18,/kaggle/working/clips/tier1/2cg60JADoVY_clip0004_t00028.mp4
2cg60JADoVY_clip0005_t00041,2cg60JADoVY,41.73,46.73,5.0,1.0,1.0,6.85,/kaggle/working/clips/tier1/2cg60JADoVY_clip0005_t00041.mp4
2cg60JADoVY_clip0006_t00045,2cg60JADoVY,45.73,50.73,5.0,1.0,1.0,4.84,/kaggle/working/clips/tier1/2cg60JADoVY_clip0006_t00045.mp4
2cg60JADoVY_clip0007_t00049,2cg60JADoVY,49.73,54.73,5.0,1.0,1.0,5.5,/kaggle/working/clips/tier1/2cg60JADoVY_clip0007_t00049.mp4
2cg60JADoVY_clip0008_t00055,2cg60JADoVY,55.106,63.902,8.796,1.0,1.0,6.35,/kaggle/working/clips/tier1/2cg60JADoVY_clip0008_t00055.mp4
2cg60JADoVY_clip0009_t00064,2cg60JADoVY,64.002,69.002,5.0,1.0,1.0,6.36,/kaggle/working/clips/tier1/2cg60JADoVY_clip0009_t00064.mp4
2cg60JADoVY_clip0010_t00068,2cg60JADoVY,68.002,73.002,5.0,1.0,1.0,7.03,/kaggle/working/clips/tier1/2cg60JADoVY_clip0010_t00068.mp4
2cg60JADoVY_clip0011_t00072,2cg60JADoVY,72.002,77.002,5.0,1.0,1.0,6.42,/kaggle/working/clips/tier1/2cg60JADoVY_clip0011_t00072.mp4
2cg60JADoVY_clip0012_t00076,2cg60JADoVY,76.002,81.002,5.0,1.0,1.0,5.28,/kaggle/working/clips/tier1/2cg60JADoVY_clip0012_t00076.mp4
2cg60JADoVY_clip0013_t00081,2cg60JADoVY,81.282,84.542,3.26,1.0,1.0,6.38,/kaggle/working/clips/tier1/2cg60JADoVY_clip0013_t00081.mp4
2cg60JADoVY_clip0014_t00084,2cg60JADoVY,84.898,89.918,5.02,1.0,1.0,6.69,/kaggle/working/clips/tier1/2cg60JADoVY_clip0014_t00084.mp4
2cg60JADoVY_clip0015_t00090,2cg60JADoVY,90.114,99.454,9.34,1.0,1.0,5.33,/kaggle/working/clips/tier1/2cg60JADoVY_clip0015_t00090.mp4
2cg60JADoVY_clip0016_t00099,2cg60JADoVY,99.874,104.874,5.0,1.0,1.0,6.9,/kaggle/working/clips/tier1/2cg60JADoVY_clip0016_t00099.mp4
2cg60JADoVY_clip0017_t00103,2cg60JADoVY,103.874,108.874,5.0,1.0,1.0,6.44,/kaggle/working/clips/tier1/2cg60JADoVY_clip0017_t00103.mp4
2cg60JADoVY_clip0018_t00107,2cg60JADoVY,107.874,112.83,4.956,1.0,1.0,5.91,/kaggle/working/clips/tier1/2cg60JADoVY_clip0018_t00107.mp4
2cg60JADoVY_clip0019_t00112,2cg60JADoVY,112.994,120.286,7.292,1.0,1.0,6.17,/kaggle/working/clips/tier1/2cg60JADoVY_clip0019_t00112.mp4
2cg60JADoVY_clip0020_t00125,2cg60JADoVY,125.25,129.63,4.38,1.0,1.0,7.25,/kaggle/working/clips/tier1/2cg60JADoVY_clip0020_t00125.mp4
2cg60JADoVY_clip0021_t00130,2cg60JADoVY,130.338,136.542,6.204,1.0,1.0,6.24,/kaggle/working/clips/tier1/2cg60JADoVY_clip0021_t00130.mp4
2cg60JADoVY_clip0022_t00136,2cg60JADoVY,136.802,142.366,5.564,1.0,1.0,6.66,/kaggle/working/clips/tier1/2cg60JADoVY_clip0022_t00136.mp4
2cg60JADoVY_clip0023_t00142,2cg60JADoVY,142.914,153.278,10.364,1.0,1.0,5.23,/kaggle/working/clips/tier1/2cg60JADoVY_clip0023_t00142.mp4
2cg60JADoVY_clip0024_t00155,2cg60JADoVY,155.33,160.33,5.0,1.0,1.0,5.38,/kaggle/working/clips/tier1/2cg60JADoVY_clip0024_t00155.mp4
2cg60JADoVY_clip0025_t00159,2cg60JADoVY,159.33,164.33,5.0,1.0,1.0,6.5,/kaggle/working/clips/tier1/2cg60JADoVY_clip0025_t00159.mp4
2cg60JADoVY_clip0026_t00163,2cg60JADoVY,163.33,168.33,5.0,1.0,1.0,4.28,/kaggle/working/clips/tier1/2cg60JADoVY_clip0026_t00163.mp4
2cg60JADoVY_clip0027_t00169,2cg60JADoVY,169.602,177.534,7.932,1.0,1.0,5.49,/kaggle/working/clips/tier1/2cg60JADoVY_clip0027_t00169.mp4
2cg60JADoVY_clip0028_t00177,2cg60JADoVY,177.666,183.07,5.404,1.0,1.0,6.94,/kaggle/working/clips/tier1/2cg60JADoVY_clip0028_t00177.mp4
2cg60JADoVY_clip0029_t00183,2cg60JADoVY,183.33,189.342,6.012,1.0,1.0,7.25,/kaggle/working/clips/tier1/2cg60JADoVY_clip0029_t00183.mp4
2cg60JADoVY_clip0030_t00189,2cg60JADoVY,189.474,197.182,7.708,1.0,1.0,5.25,/kaggle/working/clips/tier1/2cg60JADoVY_clip0030_t00189.mp4
2cg60JADoVY_clip0031_t00199,2cg60JADoVY,199.042,205.406,6.364,1.0,1.0,5.46,/kaggle/working/clips/tier1/2cg60JADoVY_clip0031_t00199.mp4
2cg60JADoVY_clip0032_t00205,2cg60JADoVY,205.634,215.678,10.044,1.0,1.0,5.42,/kaggle/working/clips/tier1/2cg60JADoVY_clip0032_t00205.mp4
2cg60JADoVY_clip0033_t00218,2cg60JADoVY,218.402,223.402,5.0,1.0,1.0,7.34,/kaggle/working/clips/tier1/2cg60JADoVY_clip0033_t00218.mp4
2cg60JADoVY_clip0034_t00222,2cg60JADoVY,222.402,227.402,5.0,1.0,1.0,7.84,/kaggle/working/clips/tier1/2cg60JADoVY_clip0034_t00222.mp4
2cg60JADoVY_clip0035_t00226,2cg60JADoVY,226.402,231.402,5.0,1.0,1.0,6.06,/kaggle/working/clips/tier1/2cg60JADoVY_clip0035_t00226.mp4
2cg60JADoVY_clip0036_t00230,2cg60JADoVY,230.402,235.402,5.0,1.0,1.0,6.56,/kaggle/working/clips/tier1/2cg60JADoVY_clip0036_t00230.mp4
2cg60JADoVY_clip0037_t00234,2cg60JADoVY,234.402,237.982,3.58,1.0,1.0,5.86,/kaggle/working/clips/tier1/2cg60JADoVY_clip0037_t00234.mp4
2cg60JADoVY_clip0038_t00238,2cg60JADoVY,238.178,241.63,3.452,1.0,1.0,7.34,/kaggle/working/clips/tier1/2cg60JADoVY_clip0038_t00238.mp4
2cg60JADoVY_clip0039_t00241,2cg60JADoVY,241.73,247.838,6.108,1.0,1.0,6.35,/kaggle/working/clips/tier1/2cg60JADoVY_clip0039_t00241.mp4
2cg60JADoVY_clip0040_t00248,2cg60JADoVY,248.098,255.358,7.26,1.0,1.0,2.86,/kaggle/working/clips/tier1/2cg60JADoVY_clip0040_t00248.mp4
2cg60JADoVY_clip0041_t00258,2cg60JADoVY,258.882,261.534,2.652,1.0,1.0,6.89,/kaggle/working/clips/tier1/2cg60JADoVY_clip0041_t00258.mp4
2cg60JADoVY_clip0042_t00263,2cg60JADoVY,263.074,266.974,3.9,1.0,1.0,7.42,/kaggle/working/clips/tier1/2cg60JADoVY_clip0042_t00263.mp4
2cg60JADoVY_clip0043_t00267,2cg60JADoVY,267.106,269.47,2.364,1.0,1.0,6.18,/kaggle/working/clips/tier1/2cg60JADoVY_clip0043_t00267.mp4
2cg60JADoVY_clip0044_t00269,2cg60JADoVY,269.57,273.662,4.092,1.0,1.0,5.09,/kaggle/working/clips/tier1/2cg60JADoVY_clip0044_t00269.mp4
2cg60JADoVY_clip0045_t00273,2cg60JADoVY,273.826,277.566,3.74,1.0,1.0,7.39,/kaggle/working/clips/tier1/2cg60JADoVY_clip0045_t00273.mp4
2cg60JADoVY_clip0046_t00277,2cg60JADoVY,277.794,285.182,7.388,1.0,1.0,5.17,/kaggle/working/clips/tier1/2cg60JADoVY_clip0046_t00277.mp4
2cg60JADoVY_clip0047_t00285,2cg60JADoVY,285.922,291.582,5.66,1.0,1.0,5.14,/kaggle/working/clips/tier1/2cg60JADoVY_clip0047_t00285.mp4
2cg60JADoVY_clip0048_t00292,2cg60JADoVY,292.098,294.302,2.204,1.0,1.0,5.29,/kaggle/working/clips/tier1/2cg60JADoVY_clip0048_t00292.mp4
2cg60JADoVY_clip0049_t00294,2cg60JADoVY,294.818,298.75,3.932,1.0,1.0,6.4,/kaggle/working/clips/tier1/2cg60JADoVY_clip0049_t00294.mp4
2cg60JADoVY_clip0050_t00299,2cg60JADoVY,299.202,303.038,3.836,1.0,1.0,7.41,/kaggle/working/clips/tier1/2cg60JADoVY_clip0050_t00299.mp4
2cg60JADoVY_clip0051_t00303,2cg60JADoVY,303.202,306.142,2.94,1.0,1.0,5.61,/kaggle/working/clips/tier1/2cg60JADoVY_clip0051_t00303.mp4
2cg60JADoVY_clip0052_t00306,2cg60JADoVY,306.242,311.242,5.0,1.0,1.0,5.42,/kaggle/working/clips/tier1/2cg60JADoVY_clip0052_t00306.mp4
2cg60JADoVY_clip0053_t00310,2cg60JADoVY,310.242,315.242,5.0,1.0,1.0,7.68,/kaggle/working/clips/tier1/2cg60JADoVY_clip0053_t00310.mp4
2cg60JADoVY_clip0054_t00314,2cg60JADoVY,314.242,319.242,5.0,1.0,1.0,7.16,/kaggle/working/clips/tier1/2cg60JADoVY_clip0054_t00314.mp4
2cg60JADoVY_clip0055_t00319,2cg60JADoVY,319.746,323.806,4.06,1.0,1.0,7.56,/kaggle/working/clips/tier1/2cg60JADoVY_clip0055_t00319.mp4
2cg60JADoVY_clip0056_t00325,2cg60JADoVY,325.186,330.186,5.0,1.0,1.0,4.4,/kaggle/working/clips/tier1/2cg60JADoVY_clip0056_t00325.mp4
2cg60JADoVY_clip0057_t00329,2cg60JADoVY,329.186,334.186,5.0,1.0,1.0,7.04,/kaggle/working/clips/tier1/2cg60JADoVY_clip0057_t00329.mp4
2cg60JADoVY_clip0058_t00333,2cg60JADoVY,333.186,337.31,4.124,1.0,1.0,2.06,/kaggle/working/clips/tier1/2cg60JADoVY_clip0058_t00333.mp4
2cg60JADoVY_clip0059_t00337,2cg60JADoVY,337.57,340.446,2.876,1.0,1.0,6.62,/kaggle/working/clips/tier1/2cg60JADoVY_clip0059_t00337.mp4
2cg60JADoVY_clip0060_t00340,2cg60JADoVY,340.642,346.206,5.564,1.0,1.0,6.05,/kaggle/working/clips/tier1/2cg60JADoVY_clip0060_t00340.mp4
2cg60JADoVY_clip0061_t00349,2cg60JADoVY,349.666,353.374,3.708,1.0,1.0,3.71,/kaggle/working/clips/tier1/2cg60JADoVY_clip0061_t00349.mp4
2cg60JADoVY_clip0062_t00353,2cg60JADoVY,353.602,363.742,10.14,1.0,1.0,6.56,/kaggle/working/clips/tier1/2cg60JADoVY_clip0062_t00353.mp4
2cg60JADoVY_clip0063_t00363,2cg60JADoVY,363.938,368.938,5.0,1.0,1.0,4.52,/kaggle/working/clips/tier1/2cg60JADoVY_clip0063_t00363.mp4
2cg60JADoVY_clip0064_t00367,2cg60JADoVY,367.938,372.938,5.0,1.0,1.0,7.2,/kaggle/working/clips/tier1/2cg60JADoVY_clip0064_t00367.mp4
2cg60JADoVY_clip0065_t00371,2cg60JADoVY,371.938,376.938,5.0,1.0,1.0,5.34,/kaggle/working/clips/tier1/2cg60JADoVY_clip0065_t00371.mp4
2cg60JADoVY_clip0066_t00375,2cg60JADoVY,375.938,379.838,3.9,1.0,1.0,4.51,/kaggle/working/clips/tier1/2cg60JADoVY_clip0066_t00375.mp4
2cg60JADoVY_clip0067_t00380,2cg60JADoVY,380.194,387.07,6.876,1.0,1.0,5.63,/kaggle/working/clips/tier1/2cg60JADoVY_clip0067_t00380.mp4
2cg60JADoVY_clip0068_t00387,2cg60JADoVY,387.234,397.374,10.14,1.0,1.0,5.87,/kaggle/working/clips/tier1/2cg60JADoVY_clip0068_t00387.mp4
2cg60JADoVY_clip0069_t00397,2cg60JADoVY,397.474,402.474,5.0,1.0,1.0,7.51,/kaggle/working/clips/tier1/2cg60JADoVY_clip0069_t00397.mp4
2cg60JADoVY_clip0070_t00401,2cg60JADoVY,401.474,406.474,5.0,1.0,1.0,7.54,/kaggle/working/clips/tier1/2cg60JADoVY_clip0070_t00401.mp4
2cg60JADoVY_clip0071_t00405,2cg60JADoVY,405.474,410.474,5.0,1.0,1.0,5.78,/kaggle/working/clips/tier1/2cg60JADoVY_clip0071_t00405.mp4
2cg60JADoVY_clip0072_t00412,2cg60JADoVY,412.066,415.486,3.42,1.0,1.0,7.97,/kaggle/working/clips/tier1/2cg60JADoVY_clip0072_t00412.mp4
2cg60JADoVY_clip0073_t00415,2cg60JADoVY,415.618,420.618,5.0,1.0,1.0,-14.17,/kaggle/working/clips/tier1/2cg60JADoVY_clip0073_t00415.mp4
2cg60JADoVY_clip0074_t00419,2cg60JADoVY,419.618,424.618,5.0,1.0,1.0,7.23,/kaggle/working/clips/tier1/2cg60JADoVY_clip0074_t00419.mp4
2cg60JADoVY_clip0075_t00423,2cg60JADoVY,423.618,428.618,5.0,1.0,1.0,7.71,/kaggle/working/clips/tier1/2cg60JADoVY_clip0075_t00423.mp4
2cg60JADoVY_clip0076_t00430,2cg60JADoVY,430.146,434.942,4.796,1.0,1.0,6.63,/kaggle/working/clips/tier1/2cg60JADoVY_clip0076_t00430.mp4
2cg60JADoVY_clip0077_t00435,2cg60JADoVY,435.266,446.334,11.068,1.0,1.0,7.13,/kaggle/working/clips/tier1/2cg60JADoVY_clip0077_t00435.mp4
2cg60JADoVY_clip0078_t00446,2cg60JADoVY,446.53,450.75,4.22,1.0,1.0,-16.42,/kaggle/working/clips/tier1/2cg60JADoVY_clip0078_t00446.mp4
2cg60JADoVY_clip0079_t00451,2cg60JADoVY,451.298,456.298,5.0,1.0,1.0,6.86,/kaggle/working/clips/tier1/2cg60JADoVY_clip0079_t00451.mp4
2cg60JADoVY_clip0080_t00455,2cg60JADoVY,455.298,460.298,5.0,1.0,1.0,6.43,/kaggle/working/clips/tier1/2cg60JADoVY_clip0080_t00455.mp4
2cg60JADoVY_clip0081_t00459,2cg60JADoVY,459.298,464.298,5.0,1.0,1.0,7.26,/kaggle/working/clips/tier1/2cg60JADoVY_clip0081_t00459.mp4
2cg60JADoVY_clip0082_t00463,2cg60JADoVY,463.298,466.078,2.78,1.0,1.0,3.67,/kaggle/working/clips/tier1/2cg60JADoVY_clip0082_t00463.mp4
2cg60JADoVY_clip0083_t00466,2cg60JADoVY,466.242,473.534,7.292,1.0,1.0,7.9,/kaggle/working/clips/tier1/2cg60JADoVY_clip0083_t00466.mp4
2cg60JADoVY_clip0084_t00473,2cg60JADoVY,473.666,479.87,6.204,1.0,1.0,6.87,/kaggle/working/clips/tier1/2cg60JADoVY_clip0084_t00473.mp4
2cg60JADoVY_clip0085_t00480,2cg60JADoVY,480.194,485.598,5.404,1.0,1.0,6.79,/kaggle/working/clips/tier1/2cg60JADoVY_clip0085_t00480.mp4
2cg60JADoVY_clip0086_t00489,2cg60JADoVY,489.698,494.698,5.0,1.0,1.0,6.8,/kaggle/working/clips/tier1/2cg60JADoVY_clip0086_t00489.mp4
2cg60JADoVY_clip0087_t00493,2cg60JADoVY,493.698,498.698,5.0,1.0,1.0,2.2,/kaggle/working/clips/tier1/2cg60JADoVY_clip0087_t00493.mp4
2cg60JADoVY_clip0088_t00497,2cg60JADoVY,497.698,502.698,5.0,1.0,1.0,5.65,/kaggle/working/clips/tier1/2cg60JADoVY_clip0088_t00497.mp4
2cg60JADoVY_clip0089_t00504,2cg60JADoVY,504.834,509.246,4.412,1.0,1.0,6.19,/kaggle/working/clips/tier1/2cg60JADoVY_clip0089_t00504.mp4
2cg60JADoVY_clip0090_t00511,2cg60JADoVY,511.522,516.522,5.0,1.0,1.0,4.74,/kaggle/working/clips/tier1/2cg60JADoVY_clip0090_t00511.mp4
2cg60JADoVY_clip0091_t00515,2cg60JADoVY,515.522,520.522,5.0,1.0,1.0,6.82,/kaggle/working/clips/tier1/2cg60JADoVY_clip0091_t00515.mp4
2cg60JADoVY_clip0092_t00519,2cg60JADoVY,519.522,524.522,5.0,1.0,1.0,6.45,/kaggle/working/clips/tier1/2cg60JADoVY_clip0092_t00519.mp4
2cg60JADoVY_clip0093_t00523,2cg60JADoVY,523.522,526.782,3.26,1.0,1.0,3.4,/kaggle/working/clips/tier1/2cg60JADoVY_clip0093_t00523.mp4
2cg60JADoVY_clip0094_t00526,2cg60JADoVY,526.946,538.174,11.228,1.0,1.0,4.9,/kaggle/working/clips/tier1/2cg60JADoVY_clip0094_t00526.mp4
2cg60JADoVY_clip0095_t00540,2cg60JADoVY,540.962,544.542,3.58,1.0,1.0,7.36,/kaggle/working/clips/tier1/2cg60JADoVY_clip0095_t00540.mp4
2cg60JADoVY_clip0096_t00544,2cg60JADoVY,544.802,549.802,5.0,1.0,1.0,7.18,/kaggle/working/clips/tier1/2cg60JADoVY_clip0096_t00544.mp4
2cg60JADoVY_clip0097_t00548,2cg60JADoVY,548.802,553.802,5.0,1.0,1.0,7.65,/kaggle/working/clips/tier1/2cg60JADoVY_clip0097_t00548.mp4
2cg60JADoVY_clip0098_t00552,2cg60JADoVY,552.802,557.802,5.0,1.0,1.0,5.77,/kaggle/working/clips/tier1/2cg60JADoVY_clip0098_t00552.mp4
2cg60JADoVY_clip0099_t00556,2cg60JADoVY,556.802,561.802,5.0,1.0,1.0,6.74,/kaggle/working/clips/tier1/2cg60JADoVY_clip0099_t00556.mp4
2cg60JADoVY_clip0100_t00560,2cg60JADoVY,560.802,563.582,2.78,1.0,1.0,7.03,/kaggle/working/clips/tier1/2cg60JADoVY_clip0100_t00560.mp4
2cg60JADoVY_clip0101_t00565,2cg60JADoVY,565.378,569.054,3.676,1.0,1.0,6.81,/kaggle/working/clips/tier1/2cg60JADoVY_clip0101_t00565.mp4
2cg60JADoVY_clip0102_t00569,2cg60JADoVY,569.25,572.222,2.972,1.0,1.0,-15.78,/kaggle/working/clips/tier1/2cg60JADoVY_clip0102_t00569.mp4
2cg60JADoVY_clip0103_t00572,2cg60JADoVY,572.578,576.318,3.74,1.0,1.0,6.78,/kaggle/working/clips/tier1/2cg60JADoVY_clip0103_t00572.mp4
2cg60JADoVY_clip0104_t00576,2cg60JADoVY,576.546,582.91,6.364,1.0,1.0,6.18,/kaggle/working/clips/tier1/2cg60JADoVY_clip0104_t00576.mp4
2cg60JADoVY_clip0105_t00583,2cg60JADoVY,583.074,589.214,6.14,1.0,1.0,4.6,/kaggle/working/clips/tier1/2cg60JADoVY_clip0105_t00583.mp4
2cg60JADoVY_clip0106_t00589,2cg60JADoVY,589.346,594.782,5.436,1.0,1.0,6.44,/kaggle/working/clips/tier1/2cg60JADoVY_clip0106_t00589.mp4
2cg60JADoVY_clip0107_t00595,2cg60JADoVY,595.01,599.358,4.348,1.0,1.0,6.45,/kaggle/working/clips/tier1/2cg60JADoVY_clip0107_t00595.mp4
2cg60JADoVY_clip0108_t00599,2cg60JADoVY,599.554,602.91,3.356,1.0,1.0,-16.02,/kaggle/working/clips/tier1/2cg60JADoVY_clip0108_t00599.mp4
