filename,metadata,audio,input_index,resolved_path,size_bytes
WXLKrhJtTLA.mp4,"Pass (Height: 720p, FPS: 29.97)",Pass (Có luồng âm thanh),428,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/WXLKrhJtTLA.mp4,97034984
WZI5VJr4rMw.mp4,"Pass (Height: 1188p, FPS: 30.00)",Pass (Có luồng âm thanh),429,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/WZI5VJr4rMw.mp4,204188229
x-Mij9RO6Tc.mp4,"Pass (Height: 1080p, FPS: 59.94)",Pass (Có luồng âm thanh),430,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/x-Mij9RO6Tc.mp4,290723852
x0i5w_1fjDM.mp4,"Pass (Height: 720p, FPS: 25.00)",Pass (Có luồng âm thanh),431,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/x0i5w_1fjDM.mp4,166426554
x7bWqXbF030.mp4,"Pass (Height: 720p, FPS: 30.00)",Pass (Có luồng âm thanh),432,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/x7bWqXbF030.mp4,36296414
X9RVmFFjGY8.mp4,"Pass (Height: 1080p, FPS: 49.80)",Pass (Có luồng âm thanh),433,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/X9RVmFFjGY8.mp4,221302328
Xa6Pn88tiF4.mp4,"Pass (Height: 1080p, FPS: 29.97)",Pass (Có luồng âm thanh),434,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/Xa6Pn88tiF4.mp4,213908712
xDtxtg7BajU.mp4,"Pass (Height: 1080p, FPS: 30.00)",Pass (Có luồng âm thanh),435,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/xDtxtg7BajU.mp4,232484061
xfYTbyjf4GY.mp4,"Pass (Height: 720p, FPS: 29.97)",Pass (Có luồng âm thanh),436,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/xfYTbyjf4GY.mp4,46520448
Xigg3vUV2Gw.mp4,"Pass (Height: 1080p, FPS: 29.97)",Pass (Có luồng âm thanh),437,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/Xigg3vUV2Gw.mp4,328135914
xjTnaI3tItI.mp4,"Pass (Height: 720p, FPS: 29.97)",Pass (Có luồng âm thanh),438,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/xjTnaI3tItI.mp4,193453608
xOrGF328sRI.mp4,"Pass (Height: 1080p, FPS: 25.00)",Pass (Có luồng âm thanh),439,/kaggle/input/datasets/xanhla/vn-av-df-data-tier-1/tier1/xOrGF328sRI.mp4,152253864
