clip_id,source_video,start_time,end_time,duration,face_ratio,speech_ratio,snr,file_path,tier,has_cut_meta,decode_backend,cut_backend,run_id
-17kN1xdzBE_s0000098754_e0000103754,-17kN1xdzBE,98.754,103.754,5.0,1.0,1.0,3.12,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-17kN1xdzBE_s0000098754_e0000103754.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-17kN1xdzBE_s0000121346_e0000123902,-17kN1xdzBE,121.346,123.902,2.556,1.0,1.0,1.23,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-17kN1xdzBE_s0000121346_e0000123902.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-17kN1xdzBE_s0000213954_e0000218954,-17kN1xdzBE,213.954,218.954,5.0,1.0,1.0,5.27,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-17kN1xdzBE_s0000213954_e0000218954.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-17kN1xdzBE_s0000246338_e0000251338,-17kN1xdzBE,246.338,251.338,5.0,1.0,1.0,1.05,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-17kN1xdzBE_s0000246338_e0000251338.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-17kN1xdzBE_s0000281698_e0000285470,-17kN1xdzBE,281.698,285.47,3.772,1.0,1.0,2.75,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-17kN1xdzBE_s0000281698_e0000285470.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-17kN1xdzBE_s0000285570_e0000290570,-17kN1xdzBE,285.57,290.57,5.0,1.0,1.0,4.73,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-17kN1xdzBE_s0000285570_e0000290570.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-17kN1xdzBE_s0000293570_e0000298570,-17kN1xdzBE,293.57,298.57,5.0,1.0,1.0,3.02,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-17kN1xdzBE_s0000293570_e0000298570.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-17kN1xdzBE_s0000354178_e0000358494,-17kN1xdzBE,354.178,358.494,4.316,1.0,1.0,4.71,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-17kN1xdzBE_s0000354178_e0000358494.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-17kN1xdzBE_s0000463778_e0000468778,-17kN1xdzBE,463.778,468.778,5.0,1.0,1.0,1.49,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-17kN1xdzBE_s0000463778_e0000468778.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-17kN1xdzBE_s0000475778_e0000479582,-17kN1xdzBE,475.778,479.582,3.804,0.75,1.0,0.33,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-17kN1xdzBE_s0000475778_e0000479582.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-17kN1xdzBE_s0000479778_e0000488926,-17kN1xdzBE,479.778,488.926,9.148,0.889,1.0,1.83,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-17kN1xdzBE_s0000479778_e0000488926.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-17kN1xdzBE_s0000489186_e0000494186,-17kN1xdzBE,489.186,494.186,5.0,1.0,1.0,1.81,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-17kN1xdzBE_s0000489186_e0000494186.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-17kN1xdzBE_s0000525538_e0000536830,-17kN1xdzBE,525.538,536.83,11.292,0.727,1.0,2.16,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-17kN1xdzBE_s0000525538_e0000536830.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-17kN1xdzBE_s0000541186_e0000546186,-17kN1xdzBE,541.186,546.186,5.0,0.8,1.0,0.74,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-17kN1xdzBE_s0000541186_e0000546186.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-17kN1xdzBE_s0000545186_e0000550186,-17kN1xdzBE,545.186,550.186,5.0,1.0,1.0,3.26,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-17kN1xdzBE_s0000545186_e0000550186.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-17kN1xdzBE_s0000549186_e0000554186,-17kN1xdzBE,549.186,554.186,5.0,1.0,1.0,4.29,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-17kN1xdzBE_s0000549186_e0000554186.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-17kN1xdzBE_s0000553186_e0000558186,-17kN1xdzBE,553.186,558.186,5.0,1.0,1.0,3.05,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-17kN1xdzBE_s0000553186_e0000558186.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-17kN1xdzBE_s0000557186_e0000562186,-17kN1xdzBE,557.186,562.186,5.0,1.0,1.0,2.72,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-17kN1xdzBE_s0000557186_e0000562186.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-17kN1xdzBE_s0000561186_e0000566186,-17kN1xdzBE,561.186,566.186,5.0,1.0,1.0,2.28,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-17kN1xdzBE_s0000561186_e0000566186.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-17kN1xdzBE_s0000565186_e0000570186,-17kN1xdzBE,565.186,570.186,5.0,1.0,1.0,3.08,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-17kN1xdzBE_s0000565186_e0000570186.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-17kN1xdzBE_s0000569186_e0000574186,-17kN1xdzBE,569.186,574.186,5.0,1.0,1.0,3.18,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-17kN1xdzBE_s0000569186_e0000574186.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-17kN1xdzBE_s0000573186_e0000578186,-17kN1xdzBE,573.186,578.186,5.0,1.0,1.0,2.81,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-17kN1xdzBE_s0000573186_e0000578186.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-17kN1xdzBE_s0000582178_e0000587178,-17kN1xdzBE,582.178,587.178,5.0,1.0,1.0,4.34,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-17kN1xdzBE_s0000582178_e0000587178.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-17kN1xdzBE_s0000590178_e0000595178,-17kN1xdzBE,590.178,595.178,5.0,1.0,1.0,2.8,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-17kN1xdzBE_s0000590178_e0000595178.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-17kN1xdzBE_s0000594178_e0000599178,-17kN1xdzBE,594.178,599.178,5.0,1.0,1.0,3.04,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-17kN1xdzBE_s0000594178_e0000599178.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-17kN1xdzBE_s0000598178_e0000603178,-17kN1xdzBE,598.178,603.178,5.0,1.0,1.0,1.81,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-17kN1xdzBE_s0000598178_e0000603178.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-17kN1xdzBE_s0000602178_e0000606686,-17kN1xdzBE,602.178,606.686,4.508,1.0,1.0,1.5,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-17kN1xdzBE_s0000602178_e0000606686.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-17kN1xdzBE_s0000606850_e0000609054,-17kN1xdzBE,606.85,609.054,2.204,1.0,1.0,2.6,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-17kN1xdzBE_s0000606850_e0000609054.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-17kN1xdzBE_s0000629602_e0000634602,-17kN1xdzBE,629.602,634.602,5.0,0.8,1.0,3.13,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-17kN1xdzBE_s0000629602_e0000634602.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-17kN1xdzBE_s0000700866_e0000706046,-17kN1xdzBE,700.866,706.046,5.18,1.0,1.0,2.51,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-17kN1xdzBE_s0000700866_e0000706046.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-17kN1xdzBE_s0000706210_e0000710654,-17kN1xdzBE,706.21,710.654,4.444,1.0,1.0,6.19,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-17kN1xdzBE_s0000706210_e0000710654.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-17kN1xdzBE_s0000710914_e0000713022,-17kN1xdzBE,710.914,713.022,2.108,1.0,1.0,2.62,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-17kN1xdzBE_s0000710914_e0000713022.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-17kN1xdzBE_s0000714434_e0000719434,-17kN1xdzBE,714.434,719.434,5.0,0.8,1.0,1.97,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-17kN1xdzBE_s0000714434_e0000719434.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-17kN1xdzBE_s0000730690_e0000735690,-17kN1xdzBE,730.69,735.69,5.0,1.0,1.0,4.7,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-17kN1xdzBE_s0000730690_e0000735690.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-17kN1xdzBE_s0000795650_e0000800650,-17kN1xdzBE,795.65,800.65,5.0,1.0,1.0,3.65,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-17kN1xdzBE_s0000795650_e0000800650.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-17kN1xdzBE_s0000807650_e0000811198,-17kN1xdzBE,807.65,811.198,3.548,1.0,1.0,6.08,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-17kN1xdzBE_s0000807650_e0000811198.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-PMSk6LTXoQ_s0000051778_e0000054974,-PMSk6LTXoQ,51.778,54.974,3.196,1.0,1.0,4.42,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-PMSk6LTXoQ_s0000051778_e0000054974.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-PMSk6LTXoQ_s0000055490_e0000059102,-PMSk6LTXoQ,55.49,59.102,3.612,0.75,1.0,4.69,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-PMSk6LTXoQ_s0000055490_e0000059102.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-PMSk6LTXoQ_s0000062050_e0000071614,-PMSk6LTXoQ,62.05,71.614,9.564,0.889,1.0,3.87,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-PMSk6LTXoQ_s0000062050_e0000071614.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-PMSk6LTXoQ_s0000076674_e0000079134,-PMSk6LTXoQ,76.674,79.134,2.46,1.0,1.0,4.63,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-PMSk6LTXoQ_s0000076674_e0000079134.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-PMSk6LTXoQ_s0000091202_e0000096202,-PMSk6LTXoQ,91.202,96.202,5.0,1.0,1.0,5.34,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-PMSk6LTXoQ_s0000091202_e0000096202.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-PMSk6LTXoQ_s0000095202_e0000100202,-PMSk6LTXoQ,95.202,100.202,5.0,1.0,1.0,4.06,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-PMSk6LTXoQ_s0000095202_e0000100202.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-PMSk6LTXoQ_s0000112194_e0000114782,-PMSk6LTXoQ,112.194,114.782,2.588,1.0,1.0,3.64,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-PMSk6LTXoQ_s0000112194_e0000114782.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-PMSk6LTXoQ_s0000115202_e0000120202,-PMSk6LTXoQ,115.202,120.202,5.0,1.0,1.0,3.26,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-PMSk6LTXoQ_s0000115202_e0000120202.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-PMSk6LTXoQ_s0000119202_e0000124202,-PMSk6LTXoQ,119.202,124.202,5.0,1.0,1.0,3.26,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-PMSk6LTXoQ_s0000119202_e0000124202.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-PMSk6LTXoQ_s0000186818_e0000191818,-PMSk6LTXoQ,186.818,191.818,5.0,1.0,1.0,5.11,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-PMSk6LTXoQ_s0000186818_e0000191818.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-PMSk6LTXoQ_s0000190818_e0000195818,-PMSk6LTXoQ,190.818,195.818,5.0,1.0,1.0,4.68,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-PMSk6LTXoQ_s0000190818_e0000195818.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-PMSk6LTXoQ_s0000194818_e0000199818,-PMSk6LTXoQ,194.818,199.818,5.0,1.0,1.0,3.75,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-PMSk6LTXoQ_s0000194818_e0000199818.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-PMSk6LTXoQ_s0000202818_e0000207818,-PMSk6LTXoQ,202.818,207.818,5.0,1.0,1.0,3.78,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-PMSk6LTXoQ_s0000202818_e0000207818.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-PMSk6LTXoQ_s0000206818_e0000211818,-PMSk6LTXoQ,206.818,211.818,5.0,1.0,1.0,3.28,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-PMSk6LTXoQ_s0000206818_e0000211818.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-PMSk6LTXoQ_s0000223042_e0000228042,-PMSk6LTXoQ,223.042,228.042,5.0,1.0,1.0,3.98,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-PMSk6LTXoQ_s0000223042_e0000228042.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-PMSk6LTXoQ_s0000227042_e0000232042,-PMSk6LTXoQ,227.042,232.042,5.0,1.0,1.0,4.22,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-PMSk6LTXoQ_s0000227042_e0000232042.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-PMSk6LTXoQ_s0000231042_e0000235678,-PMSk6LTXoQ,231.042,235.678,4.636,1.0,1.0,3.69,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-PMSk6LTXoQ_s0000231042_e0000235678.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-PMSk6LTXoQ_s0000235842_e0000240842,-PMSk6LTXoQ,235.842,240.842,5.0,1.0,1.0,4.34,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-PMSk6LTXoQ_s0000235842_e0000240842.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-PMSk6LTXoQ_s0000239842_e0000244842,-PMSk6LTXoQ,239.842,244.842,5.0,1.0,1.0,3.6,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-PMSk6LTXoQ_s0000239842_e0000244842.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-PMSk6LTXoQ_s0000243842_e0000248842,-PMSk6LTXoQ,243.842,248.842,5.0,1.0,1.0,4.65,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-PMSk6LTXoQ_s0000243842_e0000248842.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-PMSk6LTXoQ_s0000247842_e0000252842,-PMSk6LTXoQ,247.842,252.842,5.0,1.0,1.0,4.55,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-PMSk6LTXoQ_s0000247842_e0000252842.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-PMSk6LTXoQ_s0000251842_e0000256842,-PMSk6LTXoQ,251.842,256.842,5.0,0.8,1.0,4.2,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-PMSk6LTXoQ_s0000251842_e0000256842.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-PMSk6LTXoQ_s0000255842_e0000259934,-PMSk6LTXoQ,255.842,259.934,4.092,1.0,1.0,4.71,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-PMSk6LTXoQ_s0000255842_e0000259934.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-PMSk6LTXoQ_s0000260162_e0000262558,-PMSk6LTXoQ,260.162,262.558,2.396,1.0,1.0,4.52,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-PMSk6LTXoQ_s0000260162_e0000262558.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-PMSk6LTXoQ_s0000262658_e0000267658,-PMSk6LTXoQ,262.658,267.658,5.0,1.0,1.0,4.64,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-PMSk6LTXoQ_s0000262658_e0000267658.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-PMSk6LTXoQ_s0000266658_e0000271658,-PMSk6LTXoQ,266.658,271.658,5.0,1.0,1.0,5.46,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-PMSk6LTXoQ_s0000266658_e0000271658.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-PMSk6LTXoQ_s0000270658_e0000275614,-PMSk6LTXoQ,270.658,275.614,4.956,1.0,1.0,3.79,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-PMSk6LTXoQ_s0000270658_e0000275614.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-PMSk6LTXoQ_s0000276770_e0000281770,-PMSk6LTXoQ,276.77,281.77,5.0,1.0,1.0,3.94,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-PMSk6LTXoQ_s0000276770_e0000281770.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-PMSk6LTXoQ_s0000280770_e0000285770,-PMSk6LTXoQ,280.77,285.77,5.0,1.0,1.0,3.61,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-PMSk6LTXoQ_s0000280770_e0000285770.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-PMSk6LTXoQ_s0000284770_e0000289770,-PMSk6LTXoQ,284.77,289.77,5.0,1.0,1.0,5.04,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-PMSk6LTXoQ_s0000284770_e0000289770.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-PMSk6LTXoQ_s0000288770_e0000292318,-PMSk6LTXoQ,288.77,292.318,3.548,1.0,1.0,5.17,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-PMSk6LTXoQ_s0000288770_e0000292318.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-PMSk6LTXoQ_s0000292706_e0000297706,-PMSk6LTXoQ,292.706,297.706,5.0,1.0,1.0,5.18,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-PMSk6LTXoQ_s0000292706_e0000297706.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-PMSk6LTXoQ_s0000296706_e0000301706,-PMSk6LTXoQ,296.706,301.706,5.0,1.0,1.0,4.28,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-PMSk6LTXoQ_s0000296706_e0000301706.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-PMSk6LTXoQ_s0000300706_e0000305706,-PMSk6LTXoQ,300.706,305.706,5.0,1.0,1.0,3.94,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-PMSk6LTXoQ_s0000300706_e0000305706.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-PMSk6LTXoQ_s0000304706_e0000309706,-PMSk6LTXoQ,304.706,309.706,5.0,1.0,1.0,4.19,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-PMSk6LTXoQ_s0000304706_e0000309706.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-PMSk6LTXoQ_s0000344962_e0000347806,-PMSk6LTXoQ,344.962,347.806,2.844,1.0,1.0,6.88,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-PMSk6LTXoQ_s0000344962_e0000347806.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-PMSk6LTXoQ_s0000354882_e0000357886,-PMSk6LTXoQ,354.882,357.886,3.004,1.0,1.0,5.44,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-PMSk6LTXoQ_s0000354882_e0000357886.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-PMSk6LTXoQ_s0000358050_e0000363870,-PMSk6LTXoQ,358.05,363.87,5.82,1.0,1.0,5.47,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-PMSk6LTXoQ_s0000358050_e0000363870.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-PMSk6LTXoQ_s0000364194_e0000366622,-PMSk6LTXoQ,364.194,366.622,2.428,1.0,1.0,5.83,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-PMSk6LTXoQ_s0000364194_e0000366622.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-PMSk6LTXoQ_s0000366722_e0000370910,-PMSk6LTXoQ,366.722,370.91,4.188,1.0,1.0,5.07,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-PMSk6LTXoQ_s0000366722_e0000370910.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-PMSk6LTXoQ_s0000371138_e0000381438,-PMSk6LTXoQ,371.138,381.438,10.3,1.0,1.0,5.4,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-PMSk6LTXoQ_s0000371138_e0000381438.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-PMSk6LTXoQ_s0000381730_e0000384766,-PMSk6LTXoQ,381.73,384.766,3.036,1.0,1.0,4.76,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-PMSk6LTXoQ_s0000381730_e0000384766.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-PMSk6LTXoQ_s0000388962_e0000393962,-PMSk6LTXoQ,388.962,393.962,5.0,1.0,1.0,4.83,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-PMSk6LTXoQ_s0000388962_e0000393962.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-PMSk6LTXoQ_s0000392962_e0000397962,-PMSk6LTXoQ,392.962,397.962,5.0,1.0,1.0,5.14,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-PMSk6LTXoQ_s0000392962_e0000397962.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
-PMSk6LTXoQ_s0000425122_e0000431902,-PMSk6LTXoQ,425.122,431.902,6.78,1.0,1.0,6.46,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-PMSk6LTXoQ_s0000425122_e0000431902.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01
