video,filename,start,end,reason,detail,run_id,tier
4yrIyomRcF4 (1),4yrIyomRcF4 (1).mp4,835.202,838.558,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4yrIyomRcF4 (1),4yrIyomRcF4 (1).mp4,838.69,843.038,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4yrIyomRcF4 (1),4yrIyomRcF4 (1).mp4,856.226,867.358,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
4yrIyomRcF4 (1),4yrIyomRcF4 (1).mp4,870.338,874.974,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
4yrIyomRcF4 (1),4yrIyomRcF4 (1).mp4,887.266,892.67,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
4yrIyomRcF4 (1),4yrIyomRcF4 (1).mp4,892.834,897.822,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
4yrIyomRcF4 (1),4yrIyomRcF4 (1).mp4,897.954,904.35,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
4yrIyomRcF4 (1),4yrIyomRcF4 (1).mp4,904.706,907.614,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4yrIyomRcF4 (1),4yrIyomRcF4 (1).mp4,908.066,913.79,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
4yrIyomRcF4 (1),4yrIyomRcF4 (1).mp4,914.242,918.59,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
4yrIyomRcF4 (1),4yrIyomRcF4 (1).mp4,918.85,923.646,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
4yrIyomRcF4 (1),4yrIyomRcF4 (1).mp4,924.066,927.23,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
4yrIyomRcF4 (1),4yrIyomRcF4 (1).mp4,927.458,931.646,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4yrIyomRcF4 (1),4yrIyomRcF4 (1).mp4,932.002,933.822,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,29.186,30.75,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,34.082,35.102,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,35.234,39.358,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,39.49,43.966,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,44.578,49.054,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,49.282,50.718,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,50.85,52.19,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,52.322,55.166,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,55.426,58.174,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,58.338,58.814,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,58.914,59.902,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,60.61,66.494,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,66.594,67.518,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,67.618,68.734,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,69.154,75.518,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,79.042,81.31,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,81.442,82.526,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,82.626,82.974,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,83.074,84.03,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,84.354,88.542,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,88.738,90.526,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,90.658,93.182,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,94.594,97.63,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,98.242,100.606,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,100.898,104.894,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,105.09,110.366,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,111.074,112.734,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,112.93,115.454,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,115.586,121.182,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,136.002,136.894,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,139.938,141.15,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,141.602,145.15,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,145.826,148.926,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,149.058,152.286,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,152.738,159.23,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,164.066,167.23,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,167.554,172.702,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,172.994,177.95,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,182.21,184.19,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,184.29,186.782,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,187.426,197.918,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,198.018,198.942,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,199.394,201.15,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,201.41,204.222,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,208.514,211.486,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,211.618,213.918,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,214.114,216.926,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,217.09,219.934,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,223.106,227.358,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,227.682,232.798,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,233.794,236.51,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,236.61,238.398,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,238.562,244.094,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,247.682,249.054,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,249.314,250.494,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,250.658,251.998,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,252.098,255.198,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,256.098,261.15,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,261.442,266.046,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,266.498,270.942,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,271.394,274.91,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,275.746,276.638,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,276.77,278.718,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,278.914,282.238,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,282.37,284.03,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,284.578,286.494,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,286.594,290.43,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,290.53,291.454,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,292.322,296.35,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,296.61,299.07,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,299.362,303.646,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,303.938,306.302,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,306.402,308.414,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,309.41,315.518,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,315.65,316.446,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,316.642,320.542,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,321.538,326.942,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,327.202,329.406,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,329.57,332.414,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,332.642,334.91,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,335.65,338.75,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,338.946,341.022,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,342.146,347.358,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,347.746,353.63,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,353.826,357.214,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,357.89,360.638,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,360.962,364.126,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,364.354,365.886,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,366.018,366.59,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,366.722,369.502,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,369.954,371.614,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,372.45,374.27,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,374.434,375.166,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,375.298,380.382,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,380.866,385.534,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,386.338,390.846,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,391.202,395.262,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,395.586,397.406,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,397.57,399.038,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,399.298,402.718,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,402.978,405.534,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,406.53,409.054,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,409.25,410.558,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,410.658,412.382,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,412.61,414.302,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,414.466,417.726,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,440.77,442.526,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,451.17,452.126,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,452.322,452.926,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,458.978,460.958,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,474.082,475.102,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,483.778,484.51,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,484.61,485.534,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,486.114,487.998,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,488.13,492.574,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,492.674,493.342,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,493.506,494.846,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,495.33,497.726,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,500.354,500.83,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,500.93,502.942,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,503.106,505.278,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,506.338,508.158,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,508.29,511.134,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,511.554,512.446,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,512.546,516.542,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,516.674,518.814,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,519.138,520.894,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,520.994,524.062,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,527.81,530.942,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,531.042,535.518,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,535.682,537.054,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,537.89,542.366,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,542.594,544.478,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,544.706,548.83,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,549.346,554.782,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,555.106,557.662,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,557.826,560.062,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,560.322,561.822,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,562.178,564.798,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,564.962,567.742,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,567.842,568.862,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,569.73,573.406,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,573.538,575.518,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,575.682,578.462,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,578.562,581.15,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,581.986,585.342,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,585.506,588.702,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,588.994,590.654,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,590.818,592.222,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,592.962,595.518,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,595.65,600.254,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,600.386,602.974,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,603.746,609.118,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,609.218,610.398,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,610.53,612.254,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,612.898,615.646,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,615.874,617.534,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,617.634,619.902,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,620.066,622.238,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,622.37,623.39,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,623.49,624.926,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,625.89,627.454,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,627.554,630.846,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,631.042,633.118,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,633.314,634.91,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,635.106,636.51,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,636.61,638.174,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,638.338,640.958,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,641.73,645.63,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,645.794,648.222,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,648.386,651.23,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,651.362,651.966,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,652.098,652.926,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,653.058,654.014,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,654.178,655.646,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,659.906,662.91,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,663.106,665.502,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,678.658,682.398,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,682.754,687.038,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,689.922,691.87,segment_too_short,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,691.97,694.366,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,697.282,699.646,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,699.746,702.366,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,705.09,710.09,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,709.09,714.09,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,713.09,718.09,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,717.09,722.09,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,724.034,729.034,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,728.034,733.034,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,732.034,737.034,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,736.034,739.166,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,739.586,748.318,face_density_low,,cutfix_smoke_tier2_20260729_01,tier2
4z13dBp-tck (1),4z13dBp-tck (1).mp4,748.514,751.902,scene_cut_detected,,cutfix_smoke_tier2_20260729_01,tier2
