clip_id,source_video,start_time,end_time,duration,face_ratio,speech_ratio,snr,file_path,tier,has_cut_meta
2cg60JADoVY_clip0001_t00015,2cg60JADoVY,15.906,19.006,3.1,1.0,1.0,6.01,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0001_t00015.mp4,tier1,1
2cg60JADoVY_clip0002_t00019,2cg60JADoVY,19.426,24.062,4.636,1.0,1.0,1.69,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0002_t00019.mp4,tier1,1
2cg60JADoVY_clip0003_t00024,2cg60JADoVY,24.418,27.742,3.324,1.0,1.0,6.16,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0003_t00024.mp4,tier1,1
2cg60JADoVY_clip0004_t00028,2cg60JADoVY,28.034,36.286,8.252,1.0,1.0,6.18,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0004_t00028.mp4,tier1,1
2cg60JADoVY_clip0005_t00041,2cg60JADoVY,41.73,46.73,5.0,1.0,1.0,6.85,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0005_t00041.mp4,tier1,1
2cg60JADoVY_clip0006_t00045,2cg60JADoVY,45.73,50.73,5.0,1.0,1.0,4.84,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0006_t00045.mp4,tier1,1
2cg60JADoVY_clip0007_t00049,2cg60JADoVY,49.73,54.73,5.0,1.0,1.0,5.5,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0007_t00049.mp4,tier1,1
2cg60JADoVY_clip0008_t00055,2cg60JADoVY,55.106,63.902,8.796,1.0,1.0,6.35,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0008_t00055.mp4,tier1,1
2cg60JADoVY_clip0009_t00064,2cg60JADoVY,64.002,69.002,5.0,1.0,1.0,6.36,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0009_t00064.mp4,tier1,1
2cg60JADoVY_clip0010_t00068,2cg60JADoVY,68.002,73.002,5.0,1.0,1.0,7.03,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0010_t00068.mp4,tier1,1
2cg60JADoVY_clip0011_t00072,2cg60JADoVY,72.002,77.002,5.0,1.0,1.0,6.42,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0011_t00072.mp4,tier1,1
2cg60JADoVY_clip0012_t00076,2cg60JADoVY,76.002,81.002,5.0,1.0,1.0,5.28,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0012_t00076.mp4,tier1,1
2cg60JADoVY_clip0013_t00081,2cg60JADoVY,81.282,84.542,3.26,1.0,1.0,6.38,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0013_t00081.mp4,tier1,1
2cg60JADoVY_clip0014_t00084,2cg60JADoVY,84.898,89.918,5.02,1.0,1.0,6.69,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0014_t00084.mp4,tier1,1
2cg60JADoVY_clip0015_t00090,2cg60JADoVY,90.114,99.454,9.34,1.0,1.0,5.33,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0015_t00090.mp4,tier1,1
2cg60JADoVY_clip0016_t00099,2cg60JADoVY,99.874,104.874,5.0,1.0,1.0,6.9,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0016_t00099.mp4,tier1,1
2cg60JADoVY_clip0017_t00103,2cg60JADoVY,103.874,108.874,5.0,1.0,1.0,6.44,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0017_t00103.mp4,tier1,1
2cg60JADoVY_clip0018_t00107,2cg60JADoVY,107.874,112.83,4.956,1.0,1.0,5.91,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0018_t00107.mp4,tier1,1
2cg60JADoVY_clip0019_t00112,2cg60JADoVY,112.994,120.286,7.292,1.0,1.0,6.17,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0019_t00112.mp4,tier1,1
2cg60JADoVY_clip0020_t00125,2cg60JADoVY,125.25,129.63,4.38,1.0,1.0,7.25,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0020_t00125.mp4,tier1,1
2cg60JADoVY_clip0021_t00130,2cg60JADoVY,130.338,136.542,6.204,1.0,1.0,6.24,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0021_t00130.mp4,tier1,1
2cg60JADoVY_clip0022_t00136,2cg60JADoVY,136.802,142.366,5.564,1.0,1.0,6.66,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0022_t00136.mp4,tier1,1
2cg60JADoVY_clip0023_t00142,2cg60JADoVY,142.914,153.278,10.364,1.0,1.0,5.23,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0023_t00142.mp4,tier1,1
2cg60JADoVY_clip0024_t00155,2cg60JADoVY,155.33,160.33,5.0,1.0,1.0,5.38,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0024_t00155.mp4,tier1,1
2cg60JADoVY_clip0025_t00159,2cg60JADoVY,159.33,164.33,5.0,1.0,1.0,6.5,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0025_t00159.mp4,tier1,1
2cg60JADoVY_clip0026_t00163,2cg60JADoVY,163.33,168.33,5.0,1.0,1.0,4.28,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0026_t00163.mp4,tier1,1
2cg60JADoVY_clip0027_t00169,2cg60JADoVY,169.602,177.534,7.932,1.0,1.0,5.49,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0027_t00169.mp4,tier1,1
2cg60JADoVY_clip0028_t00177,2cg60JADoVY,177.666,183.07,5.404,1.0,1.0,6.94,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0028_t00177.mp4,tier1,1
2cg60JADoVY_clip0029_t00183,2cg60JADoVY,183.33,189.342,6.012,1.0,1.0,7.25,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0029_t00183.mp4,tier1,1
2cg60JADoVY_clip0030_t00189,2cg60JADoVY,189.474,197.182,7.708,1.0,1.0,5.25,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0030_t00189.mp4,tier1,1
2cg60JADoVY_clip0031_t00199,2cg60JADoVY,199.042,205.406,6.364,1.0,1.0,5.46,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0031_t00199.mp4,tier1,1
2cg60JADoVY_clip0032_t00205,2cg60JADoVY,205.634,215.678,10.044,1.0,1.0,5.42,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0032_t00205.mp4,tier1,1
2cg60JADoVY_clip0033_t00218,2cg60JADoVY,218.402,223.402,5.0,1.0,1.0,7.34,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0033_t00218.mp4,tier1,1
2cg60JADoVY_clip0034_t00222,2cg60JADoVY,222.402,227.402,5.0,1.0,1.0,7.84,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0034_t00222.mp4,tier1,1
2cg60JADoVY_clip0035_t00226,2cg60JADoVY,226.402,231.402,5.0,1.0,1.0,6.06,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0035_t00226.mp4,tier1,1
2cg60JADoVY_clip0036_t00230,2cg60JADoVY,230.402,235.402,5.0,1.0,1.0,6.56,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0036_t00230.mp4,tier1,1
2cg60JADoVY_clip0037_t00234,2cg60JADoVY,234.402,237.982,3.58,1.0,1.0,5.86,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0037_t00234.mp4,tier1,1
2cg60JADoVY_clip0038_t00238,2cg60JADoVY,238.178,241.63,3.452,1.0,1.0,7.34,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0038_t00238.mp4,tier1,1
2cg60JADoVY_clip0039_t00241,2cg60JADoVY,241.73,247.838,6.108,1.0,1.0,6.35,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0039_t00241.mp4,tier1,1
2cg60JADoVY_clip0040_t00248,2cg60JADoVY,248.098,255.358,7.26,1.0,1.0,2.86,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0040_t00248.mp4,tier1,1
2cg60JADoVY_clip0041_t00258,2cg60JADoVY,258.882,261.534,2.652,1.0,1.0,6.89,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0041_t00258.mp4,tier1,1
2cg60JADoVY_clip0042_t00263,2cg60JADoVY,263.074,266.974,3.9,1.0,1.0,7.42,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0042_t00263.mp4,tier1,1
2cg60JADoVY_clip0043_t00267,2cg60JADoVY,267.106,269.47,2.364,1.0,1.0,6.18,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0043_t00267.mp4,tier1,1
2cg60JADoVY_clip0044_t00269,2cg60JADoVY,269.57,273.662,4.092,1.0,1.0,5.09,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0044_t00269.mp4,tier1,1
2cg60JADoVY_clip0045_t00273,2cg60JADoVY,273.826,277.566,3.74,1.0,1.0,7.39,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0045_t00273.mp4,tier1,1
2cg60JADoVY_clip0046_t00277,2cg60JADoVY,277.794,285.182,7.388,1.0,1.0,5.17,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0046_t00277.mp4,tier1,1
2cg60JADoVY_clip0047_t00285,2cg60JADoVY,285.922,291.582,5.66,1.0,1.0,5.14,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0047_t00285.mp4,tier1,1
2cg60JADoVY_clip0048_t00292,2cg60JADoVY,292.098,294.302,2.204,1.0,1.0,5.29,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0048_t00292.mp4,tier1,1
2cg60JADoVY_clip0049_t00294,2cg60JADoVY,294.818,298.75,3.932,1.0,1.0,6.4,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0049_t00294.mp4,tier1,1
2cg60JADoVY_clip0050_t00299,2cg60JADoVY,299.202,303.038,3.836,1.0,1.0,7.41,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0050_t00299.mp4,tier1,1
2cg60JADoVY_clip0051_t00303,2cg60JADoVY,303.202,306.142,2.94,1.0,1.0,5.61,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0051_t00303.mp4,tier1,1
2cg60JADoVY_clip0052_t00306,2cg60JADoVY,306.242,311.242,5.0,1.0,1.0,5.42,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0052_t00306.mp4,tier1,1
2cg60JADoVY_clip0053_t00310,2cg60JADoVY,310.242,315.242,5.0,1.0,1.0,7.68,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0053_t00310.mp4,tier1,1
2cg60JADoVY_clip0054_t00314,2cg60JADoVY,314.242,319.242,5.0,1.0,1.0,7.16,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0054_t00314.mp4,tier1,1
2cg60JADoVY_clip0055_t00319,2cg60JADoVY,319.746,323.806,4.06,1.0,1.0,7.56,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0055_t00319.mp4,tier1,1
2cg60JADoVY_clip0056_t00325,2cg60JADoVY,325.186,330.186,5.0,1.0,1.0,4.4,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0056_t00325.mp4,tier1,1
2cg60JADoVY_clip0057_t00329,2cg60JADoVY,329.186,334.186,5.0,1.0,1.0,7.04,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0057_t00329.mp4,tier1,1
2cg60JADoVY_clip0058_t00333,2cg60JADoVY,333.186,337.31,4.124,1.0,1.0,2.06,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0058_t00333.mp4,tier1,1
2cg60JADoVY_clip0059_t00337,2cg60JADoVY,337.57,340.446,2.876,1.0,1.0,6.62,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0059_t00337.mp4,tier1,1
2cg60JADoVY_clip0060_t00340,2cg60JADoVY,340.642,346.206,5.564,1.0,1.0,6.05,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0060_t00340.mp4,tier1,1
2cg60JADoVY_clip0061_t00349,2cg60JADoVY,349.666,353.374,3.708,1.0,1.0,3.71,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0061_t00349.mp4,tier1,1
2cg60JADoVY_clip0062_t00353,2cg60JADoVY,353.602,363.742,10.14,1.0,1.0,6.56,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0062_t00353.mp4,tier1,1
2cg60JADoVY_clip0063_t00363,2cg60JADoVY,363.938,368.938,5.0,1.0,1.0,4.52,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0063_t00363.mp4,tier1,1
2cg60JADoVY_clip0064_t00367,2cg60JADoVY,367.938,372.938,5.0,1.0,1.0,7.2,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0064_t00367.mp4,tier1,1
2cg60JADoVY_clip0065_t00371,2cg60JADoVY,371.938,376.938,5.0,1.0,1.0,5.34,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0065_t00371.mp4,tier1,1
2cg60JADoVY_clip0066_t00375,2cg60JADoVY,375.938,379.838,3.9,1.0,1.0,4.51,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0066_t00375.mp4,tier1,1
2cg60JADoVY_clip0067_t00380,2cg60JADoVY,380.194,387.07,6.876,1.0,1.0,5.63,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0067_t00380.mp4,tier1,1
2cg60JADoVY_clip0068_t00387,2cg60JADoVY,387.234,397.374,10.14,1.0,1.0,5.87,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0068_t00387.mp4,tier1,1
2cg60JADoVY_clip0069_t00397,2cg60JADoVY,397.474,402.474,5.0,1.0,1.0,7.51,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0069_t00397.mp4,tier1,1
2cg60JADoVY_clip0070_t00401,2cg60JADoVY,401.474,406.474,5.0,1.0,1.0,7.54,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0070_t00401.mp4,tier1,1
2cg60JADoVY_clip0071_t00405,2cg60JADoVY,405.474,410.474,5.0,1.0,1.0,5.78,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0071_t00405.mp4,tier1,1
2cg60JADoVY_clip0072_t00412,2cg60JADoVY,412.066,415.486,3.42,1.0,1.0,7.97,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0072_t00412.mp4,tier1,1
2cg60JADoVY_clip0073_t00415,2cg60JADoVY,415.618,420.618,5.0,1.0,1.0,-14.17,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0073_t00415.mp4,tier1,1
2cg60JADoVY_clip0074_t00419,2cg60JADoVY,419.618,424.618,5.0,1.0,1.0,7.23,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0074_t00419.mp4,tier1,1
2cg60JADoVY_clip0075_t00423,2cg60JADoVY,423.618,428.618,5.0,1.0,1.0,7.71,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0075_t00423.mp4,tier1,1
2cg60JADoVY_clip0076_t00430,2cg60JADoVY,430.146,434.942,4.796,1.0,1.0,6.63,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0076_t00430.mp4,tier1,1
2cg60JADoVY_clip0077_t00435,2cg60JADoVY,435.266,446.334,11.068,1.0,1.0,7.13,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0077_t00435.mp4,tier1,1
2cg60JADoVY_clip0078_t00446,2cg60JADoVY,446.53,450.75,4.22,1.0,1.0,-16.42,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0078_t00446.mp4,tier1,1
2cg60JADoVY_clip0079_t00451,2cg60JADoVY,451.298,456.298,5.0,1.0,1.0,6.86,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0079_t00451.mp4,tier1,1
2cg60JADoVY_clip0080_t00455,2cg60JADoVY,455.298,460.298,5.0,1.0,1.0,6.43,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0080_t00455.mp4,tier1,1
2cg60JADoVY_clip0081_t00459,2cg60JADoVY,459.298,464.298,5.0,1.0,1.0,7.26,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0081_t00459.mp4,tier1,1
2cg60JADoVY_clip0082_t00463,2cg60JADoVY,463.298,466.078,2.78,1.0,1.0,3.67,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0082_t00463.mp4,tier1,1
2cg60JADoVY_clip0083_t00466,2cg60JADoVY,466.242,473.534,7.292,1.0,1.0,7.9,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0083_t00466.mp4,tier1,1
2cg60JADoVY_clip0084_t00473,2cg60JADoVY,473.666,479.87,6.204,1.0,1.0,6.87,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0084_t00473.mp4,tier1,1
2cg60JADoVY_clip0085_t00480,2cg60JADoVY,480.194,485.598,5.404,1.0,1.0,6.79,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0085_t00480.mp4,tier1,1
2cg60JADoVY_clip0086_t00489,2cg60JADoVY,489.698,494.698,5.0,1.0,1.0,6.8,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0086_t00489.mp4,tier1,1
2cg60JADoVY_clip0087_t00493,2cg60JADoVY,493.698,498.698,5.0,1.0,1.0,2.2,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0087_t00493.mp4,tier1,1
2cg60JADoVY_clip0088_t00497,2cg60JADoVY,497.698,502.698,5.0,1.0,1.0,5.65,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0088_t00497.mp4,tier1,1
2cg60JADoVY_clip0089_t00504,2cg60JADoVY,504.834,509.246,4.412,1.0,1.0,6.19,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0089_t00504.mp4,tier1,1
2cg60JADoVY_clip0090_t00511,2cg60JADoVY,511.522,516.522,5.0,1.0,1.0,4.74,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0090_t00511.mp4,tier1,1
2cg60JADoVY_clip0091_t00515,2cg60JADoVY,515.522,520.522,5.0,1.0,1.0,6.82,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0091_t00515.mp4,tier1,1
2cg60JADoVY_clip0092_t00519,2cg60JADoVY,519.522,524.522,5.0,1.0,1.0,6.45,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0092_t00519.mp4,tier1,1
2cg60JADoVY_clip0093_t00523,2cg60JADoVY,523.522,526.782,3.26,1.0,1.0,3.4,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0093_t00523.mp4,tier1,1
2cg60JADoVY_clip0094_t00526,2cg60JADoVY,526.946,538.174,11.228,1.0,1.0,4.9,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0094_t00526.mp4,tier1,1
2cg60JADoVY_clip0095_t00540,2cg60JADoVY,540.962,544.542,3.58,1.0,1.0,7.36,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0095_t00540.mp4,tier1,1
2cg60JADoVY_clip0096_t00544,2cg60JADoVY,544.802,549.802,5.0,1.0,1.0,7.18,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0096_t00544.mp4,tier1,1
