clip_id,source_video,start_time,end_time,duration,face_ratio,speech_ratio,snr,file_path,tier,has_cut_meta
RY6V7DqGnTw_clip0118_t00803,RY6V7DqGnTw,803.65,809.182,5.532,1.0,1.0,15.33,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RY6V7DqGnTw_clip0118_t00803.mp4,tier1,1
RY6V7DqGnTw_clip0119_t00810,RY6V7DqGnTw,810.818,816.734,5.916,1.0,1.0,16.26,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RY6V7DqGnTw_clip0119_t00810.mp4,tier1,1
RY6V7DqGnTw_clip0120_t00816,RY6V7DqGnTw,816.898,821.214,4.316,1.0,1.0,16.7,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RY6V7DqGnTw_clip0120_t00816.mp4,tier1,1
RY6V7DqGnTw_clip0121_t00824,RY6V7DqGnTw,824.194,826.782,2.588,1.0,1.0,6.92,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RY6V7DqGnTw_clip0121_t00824.mp4,tier1,1
RY6V7DqGnTw_clip0122_t00828,RY6V7DqGnTw,828.514,834.11,5.596,1.0,1.0,17.38,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RY6V7DqGnTw_clip0122_t00828.mp4,tier1,1
RY6V7DqGnTw_clip0123_t00834,RY6V7DqGnTw,834.594,842.078,7.484,1.0,1.0,13.47,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RY6V7DqGnTw_clip0123_t00834.mp4,tier1,1
RY6V7DqGnTw_clip0124_t00843,RY6V7DqGnTw,843.298,850.11,6.812,1.0,1.0,16.01,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RY6V7DqGnTw_clip0124_t00843.mp4,tier1,1
RY6V7DqGnTw_clip0125_t00852,RY6V7DqGnTw,852.29,854.43,2.14,1.0,1.0,4.64,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RY6V7DqGnTw_clip0125_t00852.mp4,tier1,1
RY6V7DqGnTw_clip0126_t00854,RY6V7DqGnTw,854.594,856.83,2.236,1.0,1.0,3.72,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RY6V7DqGnTw_clip0126_t00854.mp4,tier1,1
RY6V7DqGnTw_clip0127_t00859,RY6V7DqGnTw,859.618,863.71,4.092,1.0,1.0,16.5,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RY6V7DqGnTw_clip0127_t00859.mp4,tier1,1
RY6V7DqGnTw_clip0128_t00863,RY6V7DqGnTw,863.938,873.214,9.276,1.0,1.0,15.15,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RY6V7DqGnTw_clip0128_t00863.mp4,tier1,1
RY6V7DqGnTw_clip0129_t00877,RY6V7DqGnTw,877.506,881.214,3.708,1.0,1.0,16.14,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RY6V7DqGnTw_clip0129_t00877.mp4,tier1,1
RY6V7DqGnTw_clip0130_t00881,RY6V7DqGnTw,881.506,888.478,6.972,1.0,1.0,15.15,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RY6V7DqGnTw_clip0130_t00881.mp4,tier1,1
RY6V7DqGnTw_clip0131_t00889,RY6V7DqGnTw,889.794,894.11,4.316,1.0,1.0,17.83,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RY6V7DqGnTw_clip0131_t00889.mp4,tier1,1
RY6V7DqGnTw_clip0132_t00894,RY6V7DqGnTw,894.626,903.742,9.116,1.0,1.0,15.09,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RY6V7DqGnTw_clip0132_t00894.mp4,tier1,1
RY6V7DqGnTw_clip0133_t00907,RY6V7DqGnTw,907.362,913.662,6.3,1.0,1.0,15.15,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RY6V7DqGnTw_clip0133_t00907.mp4,tier1,1
RY6V7DqGnTw_clip0134_t00914,RY6V7DqGnTw,914.018,921.022,7.004,1.0,1.0,16.34,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RY6V7DqGnTw_clip0134_t00914.mp4,tier1,1
RY6V7DqGnTw_clip0135_t00925,RY6V7DqGnTw,925.922,930.11,4.188,1.0,1.0,14.6,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RY6V7DqGnTw_clip0135_t00925.mp4,tier1,1
RY6V7DqGnTw_clip0136_t00930,RY6V7DqGnTw,930.37,935.326,4.956,1.0,1.0,16.11,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RY6V7DqGnTw_clip0136_t00930.mp4,tier1,1
RoXXg62YfpM_clip0000_t00007,RoXXg62YfpM,7.906,10.91,3.004,1.0,1.0,4.98,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0000_t00007.mp4,tier1,1
RoXXg62YfpM_clip0001_t00014,RoXXg62YfpM,14.594,18.238,3.644,1.0,1.0,6.19,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0001_t00014.mp4,tier1,1
RoXXg62YfpM_clip0002_t00023,RoXXg62YfpM,23.458,26.558,3.1,1.0,1.0,6.52,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0002_t00023.mp4,tier1,1
RoXXg62YfpM_clip0003_t00027,RoXXg62YfpM,27.202,29.694,2.492,1.0,1.0,5.41,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0003_t00027.mp4,tier1,1
RoXXg62YfpM_clip0004_t00029,RoXXg62YfpM,29.858,35.358,5.5,1.0,1.0,6.78,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0004_t00029.mp4,tier1,1
RoXXg62YfpM_clip0005_t00035,RoXXg62YfpM,35.842,39.23,3.388,1.0,1.0,6.35,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0005_t00035.mp4,tier1,1
RoXXg62YfpM_clip0006_t00040,RoXXg62YfpM,40.29,42.622,2.332,1.0,1.0,6.69,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0006_t00040.mp4,tier1,1
RoXXg62YfpM_clip0007_t00042,RoXXg62YfpM,42.754,44.766,2.012,1.0,1.0,4.48,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0007_t00042.mp4,tier1,1
RoXXg62YfpM_clip0008_t00052,RoXXg62YfpM,52.898,57.694,4.796,1.0,1.0,6.29,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0008_t00052.mp4,tier1,1
RoXXg62YfpM_clip0009_t00066,RoXXg62YfpM,66.818,72.35,5.532,1.0,1.0,8.4,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0009_t00066.mp4,tier1,1
RoXXg62YfpM_clip0010_t00078,RoXXg62YfpM,78.882,81.118,2.236,1.0,1.0,10.04,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0010_t00078.mp4,tier1,1
RoXXg62YfpM_clip0011_t00086,RoXXg62YfpM,86.53,90.014,3.484,1.0,1.0,10.56,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0011_t00086.mp4,tier1,1
RoXXg62YfpM_clip0012_t00109,RoXXg62YfpM,109.698,111.87,2.172,1.0,1.0,10.26,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0012_t00109.mp4,tier1,1
RoXXg62YfpM_clip0013_t00114,RoXXg62YfpM,114.53,118.014,3.484,1.0,1.0,10.29,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0013_t00114.mp4,tier1,1
RoXXg62YfpM_clip0014_t00126,RoXXg62YfpM,126.626,130.206,3.58,1.0,1.0,9.38,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0014_t00126.mp4,tier1,1
RoXXg62YfpM_clip0015_t00132,RoXXg62YfpM,132.034,134.398,2.364,1.0,1.0,8.92,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0015_t00132.mp4,tier1,1
RoXXg62YfpM_clip0016_t00134,RoXXg62YfpM,134.498,139.498,5.0,1.0,1.0,8.97,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0016_t00134.mp4,tier1,1
RoXXg62YfpM_clip0017_t00146,RoXXg62YfpM,146.498,151.498,5.0,1.0,1.0,7.26,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0017_t00146.mp4,tier1,1
RoXXg62YfpM_clip0018_t00166,RoXXg62YfpM,166.306,168.446,2.14,1.0,1.0,10.45,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0018_t00166.mp4,tier1,1
RoXXg62YfpM_clip0019_t00169,RoXXg62YfpM,169.09,172.638,3.548,1.0,1.0,10.68,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0019_t00169.mp4,tier1,1
RoXXg62YfpM_clip0020_t00175,RoXXg62YfpM,175.938,178.174,2.236,1.0,1.0,8.62,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0020_t00175.mp4,tier1,1
RoXXg62YfpM_clip0021_t00179,RoXXg62YfpM,179.362,181.822,2.46,1.0,1.0,7.32,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0021_t00179.mp4,tier1,1
RoXXg62YfpM_clip0022_t00201,RoXXg62YfpM,201.154,204.062,2.908,1.0,1.0,9.39,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0022_t00201.mp4,tier1,1
RoXXg62YfpM_clip0023_t00208,RoXXg62YfpM,208.162,213.022,4.86,1.0,1.0,9.45,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0023_t00208.mp4,tier1,1
RoXXg62YfpM_clip0024_t00217,RoXXg62YfpM,217.506,220.318,2.812,1.0,1.0,9.57,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0024_t00217.mp4,tier1,1
RoXXg62YfpM_clip0025_t00226,RoXXg62YfpM,226.274,230.526,4.252,1.0,1.0,10.43,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0025_t00226.mp4,tier1,1
RoXXg62YfpM_clip0026_t00230,RoXXg62YfpM,230.85,233.534,2.684,1.0,1.0,10.51,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0026_t00230.mp4,tier1,1
RoXXg62YfpM_clip0027_t00233,RoXXg62YfpM,233.89,237.118,3.228,1.0,1.0,9.35,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0027_t00233.mp4,tier1,1
RoXXg62YfpM_clip0028_t00237,RoXXg62YfpM,237.954,241.726,3.772,1.0,1.0,9.67,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0028_t00237.mp4,tier1,1
RoXXg62YfpM_clip0029_t00244,RoXXg62YfpM,244.29,251.87,7.58,1.0,1.0,6.61,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0029_t00244.mp4,tier1,1
RoXXg62YfpM_clip0030_t00264,RoXXg62YfpM,264.29,268.51,4.22,1.0,1.0,10.61,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0030_t00264.mp4,tier1,1
RoXXg62YfpM_clip0031_t00268,RoXXg62YfpM,268.802,271.678,2.876,1.0,1.0,10.74,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0031_t00268.mp4,tier1,1
RoXXg62YfpM_clip0032_t00273,RoXXg62YfpM,273.73,276.542,2.812,1.0,1.0,9.85,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0032_t00273.mp4,tier1,1
RoXXg62YfpM_clip0033_t00276,RoXXg62YfpM,276.866,278.878,2.012,1.0,1.0,9.69,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0033_t00276.mp4,tier1,1
RoXXg62YfpM_clip0034_t00285,RoXXg62YfpM,285.218,288.286,3.068,1.0,1.0,10.48,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0034_t00285.mp4,tier1,1
RoXXg62YfpM_clip0035_t00290,RoXXg62YfpM,290.786,293.086,2.3,1.0,1.0,11.32,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0035_t00290.mp4,tier1,1
RoXXg62YfpM_clip0036_t00293,RoXXg62YfpM,293.25,297.662,4.412,1.0,1.0,9.95,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0036_t00293.mp4,tier1,1
RoXXg62YfpM_clip0037_t00311,RoXXg62YfpM,311.554,314.526,2.972,1.0,1.0,9.48,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0037_t00311.mp4,tier1,1
RoXXg62YfpM_clip0038_t00315,RoXXg62YfpM,315.298,317.534,2.236,1.0,1.0,10.72,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0038_t00315.mp4,tier1,1
RoXXg62YfpM_clip0039_t00322,RoXXg62YfpM,322.818,325.118,2.3,1.0,1.0,7.69,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0039_t00322.mp4,tier1,1
RoXXg62YfpM_clip0040_t00329,RoXXg62YfpM,329.762,333.31,3.548,1.0,1.0,9.38,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0040_t00329.mp4,tier1,1
RoXXg62YfpM_clip0041_t00334,RoXXg62YfpM,334.21,339.742,5.532,1.0,1.0,9.39,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0041_t00334.mp4,tier1,1
RoXXg62YfpM_clip0042_t00344,RoXXg62YfpM,344.546,352.958,8.412,1.0,1.0,10.03,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0042_t00344.mp4,tier1,1
RoXXg62YfpM_clip0043_t00353,RoXXg62YfpM,353.218,355.838,2.62,1.0,1.0,10.19,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0043_t00353.mp4,tier1,1
RoXXg62YfpM_clip0044_t00356,RoXXg62YfpM,356.098,358.75,2.652,1.0,1.0,10.85,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0044_t00356.mp4,tier1,1
RoXXg62YfpM_clip0045_t00359,RoXXg62YfpM,359.01,366.59,7.58,1.0,1.0,9.38,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0045_t00359.mp4,tier1,1
RoXXg62YfpM_clip0046_t00367,RoXXg62YfpM,367.074,370.59,3.516,1.0,1.0,9.83,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0046_t00367.mp4,tier1,1
RoXXg62YfpM_clip0047_t00383,RoXXg62YfpM,383.202,386.942,3.74,1.0,1.0,8.41,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0047_t00383.mp4,tier1,1
RoXXg62YfpM_clip0048_t00389,RoXXg62YfpM,389.09,393.086,3.996,1.0,1.0,9.01,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0048_t00389.mp4,tier1,1
RoXXg62YfpM_clip0049_t00397,RoXXg62YfpM,397.026,399.486,2.46,1.0,1.0,8.18,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0049_t00397.mp4,tier1,1
RoXXg62YfpM_clip0050_t00404,RoXXg62YfpM,404.482,408.062,3.58,1.0,1.0,7.88,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0050_t00404.mp4,tier1,1
RoXXg62YfpM_clip0051_t00408,RoXXg62YfpM,408.29,413.406,5.116,1.0,1.0,10.36,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0051_t00408.mp4,tier1,1
RoXXg62YfpM_clip0052_t00425,RoXXg62YfpM,425.506,427.902,2.396,1.0,1.0,9.79,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0052_t00425.mp4,tier1,1
RoXXg62YfpM_clip0053_t00440,RoXXg62YfpM,440.354,444.798,4.444,1.0,1.0,9.41,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0053_t00440.mp4,tier1,1
RoXXg62YfpM_clip0054_t00445,RoXXg62YfpM,445.922,448.894,2.972,1.0,1.0,10.53,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0054_t00445.mp4,tier1,1
RoXXg62YfpM_clip0055_t00451,RoXXg62YfpM,451.394,453.502,2.108,1.0,1.0,9.7,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0055_t00451.mp4,tier1,1
RoXXg62YfpM_clip0056_t00460,RoXXg62YfpM,460.098,462.814,2.716,1.0,1.0,8.2,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0056_t00460.mp4,tier1,1
RoXXg62YfpM_clip0057_t00467,RoXXg62YfpM,467.714,471.422,3.708,1.0,1.0,9.39,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0057_t00467.mp4,tier1,1
RoXXg62YfpM_clip0058_t00481,RoXXg62YfpM,481.154,483.614,2.46,1.0,1.0,10.34,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0058_t00481.mp4,tier1,1
RoXXg62YfpM_clip0059_t00484,RoXXg62YfpM,484.866,487.23,2.364,1.0,1.0,8.56,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0059_t00484.mp4,tier1,1
RoXXg62YfpM_clip0060_t00492,RoXXg62YfpM,492.93,495.166,2.236,1.0,1.0,9.28,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0060_t00492.mp4,tier1,1
RoXXg62YfpM_clip0061_t00523,RoXXg62YfpM,523.202,527.294,4.092,1.0,1.0,10.26,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0061_t00523.mp4,tier1,1
RoXXg62YfpM_clip0062_t00540,RoXXg62YfpM,540.386,545.246,4.86,1.0,1.0,9.9,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0062_t00540.mp4,tier1,1
RoXXg62YfpM_clip0063_t00550,RoXXg62YfpM,550.914,553.406,2.492,1.0,1.0,10.42,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0063_t00550.mp4,tier1,1
RoXXg62YfpM_clip0064_t00566,RoXXg62YfpM,566.402,568.702,2.3,1.0,1.0,8.37,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0064_t00566.mp4,tier1,1
RoXXg62YfpM_clip0065_t00574,RoXXg62YfpM,574.818,576.894,2.076,1.0,1.0,8.41,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0065_t00574.mp4,tier1,1
RoXXg62YfpM_clip0066_t00577,RoXXg62YfpM,577.698,579.87,2.172,1.0,1.0,9.5,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0066_t00577.mp4,tier1,1
RoXXg62YfpM_clip0067_t00580,RoXXg62YfpM,580.706,583.646,2.94,1.0,1.0,8.5,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0067_t00580.mp4,tier1,1
RoXXg62YfpM_clip0068_t00613,RoXXg62YfpM,613.282,616.126,2.844,1.0,1.0,8.69,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0068_t00613.mp4,tier1,1
RoXXg62YfpM_clip0069_t00616,RoXXg62YfpM,616.578,621.406,4.828,1.0,1.0,7.56,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0069_t00616.mp4,tier1,1
RoXXg62YfpM_clip0070_t00622,RoXXg62YfpM,622.722,625.31,2.588,1.0,1.0,9.93,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0070_t00622.mp4,tier1,1
RoXXg62YfpM_clip0071_t00628,RoXXg62YfpM,628.002,630.43,2.428,1.0,1.0,9.68,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RoXXg62YfpM_clip0071_t00628.mp4,tier1,1
TuPDzdbwAYY_clip0000_t00027,TuPDzdbwAYY,27.906,32.478,4.572,1.0,1.0,8.19,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\TuPDzdbwAYY_clip0000_t00027.mp4,tier1,1
TuPDzdbwAYY_clip0001_t00033,TuPDzdbwAYY,33.122,36.286,3.164,1.0,1.0,8.11,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\TuPDzdbwAYY_clip0001_t00033.mp4,tier1,1
TuPDzdbwAYY_clip0002_t00036,TuPDzdbwAYY,36.578,39.358,2.78,1.0,1.0,8.24,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\TuPDzdbwAYY_clip0002_t00036.mp4,tier1,1
